LinkID,RecID,q1c_relation,q1d_date,State,q2d_date,q2e_houseID,q2e_visitNo,q2e_tblRecord,q1_pumpGas,q2_spill,q3_sit,q4_open,q5_garage,q6_make,q6_model,q6_year,q7_clean,q8_start,q9_grill,q10_tobacco,q11_perfume,q12_airfreshner,q13_travel,q13_totalmins,q14_indoors,q14_totalmins,q15_vehicle,q15_totalmins,q16_swimming,q16_totalmins,q17_cleaning,q17_totalmins,q18_workshop,q18_totalmins,q19_windows,q19_totalmins,q20_bath,q20_totalmins,q21_shower,q21_totalmins,q22_shower,q22_totalmins,q23_markers,q23_totalmins,q24_incense,q24_totalmins,q25_centralair,q25_temperature,q25_type,q25_totalmins,q26_windowAC,q26_type,q26_totalmins,q26_rooms,q27_atticfan,q27_totalmins,q28_evapcooler,q28_totalmins,q29_fan,q29_totalmins,q30_windowfan,q30_totalmins,q31_exhaustfan,q31_totalmins,q32_woodstove,q32_totalmins,q32b_fumes,q32b_totalmins,q33_oilfurnace,q33_totalmins,q33b_fumes,q33b_totalmins,q34_keroseneheater,q34_totalmins,q34b_fumes,q34b_totalmins,q35_unventedgas,q35_totalmins,q35b_fumes,q35b_totalmins,q36_fireplace,q36_totalmins,q36b_fumes,q36b_totalmins,q37_oven,q37_totalmins,q38_centralheat,q38_totalmins,q39_elecprecip,q39_totalmins,q40_humidifier,q40_totalmins,q41_otherair,q41a_HEPA,q41a_totalmins,q41b_odorreducer,q41b_totalmins,q41c_other,q41c_desc,q41c_totalmins,q42_dishwasher,q42_totalmins,q43_clotheswasher,q43_totalmins,q44_clothesdryer,q44_totalmins,q45_drycleaning,q45_totalmins,q46_wax,q46_totalmins,q47_polishremover,q47_totalmins,q48_paints,q48b_you,q48b_totalmins,q48c_other,q48c_totalmins,q49_glue,q49b_you,q49b_totalmins,q49c_other,q49c_totalmins,q50_gasmower,q50b_you,q50b_totalmins,q50c_other,q50c_totalmins,q51_chainsaw,q51b_you,q51b_totalmins,q51c_other,q51c_totalmins,q52_sander,q52b_you,q52b_totalmins,q52c_other,q52c_totalmins,q53_pesticide,q53b_you,q53b_totalmins,q53c_other,q53c_totalmins,q54_vacuuming,q54b_you,q54b_totalmins,q54c_other,q54c_totalmins,q55_sweeping,q55b_you,q55b_totalmins,q55c_other,q55c_totalmins,q56_dusting,q56b_you,q56b_totalmins,q56c_other,q56c_totalmins,q57_cleaning,q57_list,q57b_you,q57b_totalmins,q57c_other,q57c_totalmins,q58_gardening,q58b_you,q58b_totalmins,q58c_other,q58c_totalmins,q59_woodworking,q59b_you,q59b_totalmins,q59c_other,q59c_totalmins,q60_welding,q60b_you,q60b_totalmins,q60c_other,q60c_totalmins,q61_cookinginside,q61b_you,q61b_totalmins,q61c_other,q61c_totalmins,q61d_exhaustfan,q61d_totalmins,q62_cookingoutside,q62b_you,q62b_totalmins,q62c_other,q62c_totalmins,q62_distance,q63_parkvehicle,q63_totalmins,q63b_detached,q63b_totalmins,q63c_carport,q63c_totalmins,q64_startvehicle,q64_totalmins,q64b_detached,q64b_totalmins,q64c_carport,q64c_totalmins,q65_dieselparked,q66_neardiesel
NJ066230,155,NA,2000-10-26,NJ,2000-10-26,NJ266,2,159,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,15,Y,60,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,15,N,0,Y,Y,15,N,0,Y,NA,Y,15,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,D
NJ067230,157,NA,2000-10-19,NJ,2000-10-19,NJ267,2,161,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,Y,15,N,0,N,0,N,0,Y,5,N,0,Y,420,Y,60,N,0,Y,120,Y,5,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,Y,420,N,0,Y,15,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,Y,45,Y,180,Y,180,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,N,N,0,N,0,Y,"WINDEX; BLEACH; DOWNY",Y,120,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N
NJ070230,161,NA,2000-11-02,NJ,2000-11-02,NJ270,2,165,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,N,0,N,0,N,0,N,0,Y,20,N,0,N,0,N,0,Y,20,Y,80,Y,5,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,Y,360,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,Y,40,Y,60,Y,120,N,0,N,0,Y,10,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,15,N,0,Y,Y,15,N,0,N,N,0,N,0,Y,NA,Y,120,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,Y
NJ071230,163,NA,2001-01-18,NJ,2001-01-18,NJ271,2,167,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,30,Y,30,Y,30,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,720,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,Y
NJ073230,167,NA,2001-02-01,NJ,2001-02-01,NJ273,2,171,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,20,Y,20,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,Y,2880,N,0,N,0,Y,165,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,60,Y,60,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,N,N,0,N,0,Y,CLOROX,Y,5,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,D
NJ074230,169,NA,2000-11-09,NJ,2000-11-09,NJ274,2,173,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,N,0,N,0,N,0,N,0,Y,30,N,0,Y,240,N,0,Y,90,Y,100,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,N,0,N,N,0,N,0,N,NA,0,Y,60,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,15,N,0,Y,Y,15,N,0,Y,LYSOL,Y,15,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,60,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N
NJ075230,171,NA,2000-11-09,NJ,2000-11-09,NJ275,2,175,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,Y,60,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,40,Y,40,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,10,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,5,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,10,Y,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N
NJ076230,174,NA,2001-01-11,NJ,2001-01-11,NJ276,2,178,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,Y,10,N,0,N,0,N,0,N,0,N,0,Y,1440,N,0,Y,45,Y,230,N,0,Y,30,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,60,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,"WINDEX; FANTASTIC",Y,20,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,N
NJ077230,177,NA,2000-12-14,NJ,2000-12-14,NJ277,2,181,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,60,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,Y,20,Y,960,N,N,0,N,0,Y,N,0,Y,960,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,20,N,0,Y,Y,20,N,0,Y,NA,Y,60,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,Y,5,N,0,N,0,Y,10,N,0,N,N
NJ078230,179,NA,2001-01-11,NJ,2001-01-11,NJ278,2,183,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,Y,120,Y,15,N,0,N,0,N,0,N,0,N,0,N,0,Y,65,Y,420,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,120,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,Y,15,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,N
NJ079230,188,NA,2000-11-14,NJ,2000-11-14,NJ279,2,191,N,N,N,N,N,NA,NA,0,N,N,N,N,N,Y,N,0,N,0,N,0,N,0,Y,30,N,0,N,0,Y,40,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,Y,10,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,25,N,0,Y,Y,20,N,0,Y,Y,20,N,0,Y,"WINDEX, FANTASTIC",Y,40,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N
NJ080230,190,NA,2000-11-14,NJ,2000-11-14,NJ280,2,194,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,40,Y,160,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,30,Y,60,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N
NJ081230,192,NA,2000-11-28,NJ,2000-11-28,NJ281,2,196,N,N,N,Y,N,NA,NA,0,N,N,N,N,Y,N,Y,20,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,20,Y,60,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,30,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,48,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,90,Y,90,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,5,N,0,Y,Y,5,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N
NJ082230,194,NA,2001-01-03,NJ,2001-01-03,NJ282,2,198,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,Y,120,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,30,Y,30,Y,1,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,15,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,60,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,Y
NJ084230,197,NA,2001-01-05,NJ,2001-01-05,NJ284,2,201,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,30,N,0,Y,300,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,15,N,0,Y,Y,15,N,0,Y,Y,15,N,0,Y,"LYSOL, COMMET,TYLEX",Y,45,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,Y,30,N,0,N,0,Y,30,N,0,N,N
NJ085230,199,NA,2000-11-28,NJ,2000-11-28,NJ285,2,203,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,Y,180,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,10,Y,20,Y,2,Y,30,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,N,0,N,N,0,N,0,N,NA,0,Y,60,Y,60,Y,60,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,DETERGENTS,Y,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,N
NJ087230,202,NA,2000-12-05,NJ,2000-12-05,NJ287,2,206,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,Y,120,N,0,N,0,N,0,Y,60,N,0,Y,1800,N,0,Y,40,Y,60,Y,1,Y,30,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,150,N,0,N,0,N,0,Y,15,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,60,N,0,N,N,0,N,0,Y,Y,10,N,0,Y,Y,20,N,0,Y,"CLOROX, WINDEX",Y,20,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,N
NJ088230,204,NA,2000-12-05,NJ,2000-12-05,NJ288,2,208,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,N,0,N,0,N,0,N,0,Y,15,N,0,N,0,N,0,Y,30,Y,120,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,90,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,20,N,0,N,N,0,N,0,Y,PINESOL,Y,20,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,90,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N
NJ090230,209,NA,2000-01-05,NJ,2000-01-05,NJ290,2,213,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,Y,300,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,30,Y,90,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,120,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,Y,60,N,0,N,0,N,0,N,0,Y,20,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N
NJ091230,211,NA,2001-01-11,NJ,2001-01-11,NJ291,2,215,Y,Y,Y,Y,N,NA,NA,0,N,N,N,N,Y,Y,Y,180,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,Y,20,Y,150,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,Y,10,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,30,Y,N,0,Y,20,Y,N,0,Y,20,Y,WINDEX,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N
NJ092230,213,NA,2001-01-18,NJ,2001-01-18,NJ292,2,217,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,30,Y,60,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,1440,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,N,N,0,N,0,Y,Y,30,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,Y
NJ093230,215,NA,2001-02-22,NJ,2001-02-22,NJ293,2,219,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,90,Y,180,Y,5,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,Y,2880,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,Y,60,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,5,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,60,Y,60,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,N
NJ094230,217,NA,2001-02-15,NJ,2001-02-15,NJ294,2,221,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,Y,60,N,0,N,0,N,0,N,0,Y,1200,N,0,N,0,Y,90,Y,250,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,10,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,20,Y,20,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,20,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,10,Y,N,0,Y,5,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,20,N,0,Y,10,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,Y
NJ096230,220,NA,2001-02-01,NJ,2001-02-01,NJ296,2,224,Y,N,Y,Y,N,NA,NA,0,N,N,N,N,Y,N,Y,60,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,30,Y,180,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,20,Y,0,Y,Y,20,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N
NJ097230,224,NA,2000-02-08,NJ,2000-02-08,NJ297,2,228,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,40,Y,80,N,0,Y,30,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,1440,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,60,N,0,Y,Y,30,N,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NJ099230,227,NA,2001-02-08,NJ,2001-02-08,NJ299,2,231,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,20,Y,80,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,40,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,D
NJ004140,9,MOTHER,1999-07-29,NJ,1999-07-29,NJ304,1,9,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,Y,50,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,20,Y,210,N,0,Y,40,N,0,N,0,Y,A,2880,NA,N,0,N,0,Y,600,N,0,N,0,N,0,N,0,Y,2880,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,600,N,0,Y,N,0,Y,30,Y,N,0,Y,30,Y,"MURPHY, CHLOROX",N,0,Y,60,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,Y
