,aqi_ozone
8902,unhealthy for sensitive groups
22960,safe
27773,safe
24846,safe
23376,safe
4543,safe
33994,safe
21275,safe
812,safe
14528,safe
15080,safe
718,safe
9139,safe
10763,safe
26143,safe
7779,safe
34765,safe
11938,unhealthy for sensitive groups
26560,safe
21537,safe
15745,safe
3828,safe
14974,safe
15755,safe
19016,safe
10512,safe
33422,safe
3156,unhealthy for sensitive groups
4444,safe
13804,safe
12860,safe
15963,very unhealthy
9438,safe
25601,safe
14596,safe
21804,safe
11496,safe
32335,safe
7189,unhealthy for sensitive groups
9099,unhealthy for sensitive groups
10183,safe
2249,safe
31730,safe
32768,safe
21967,unhealthy for sensitive groups
15390,safe
12688,safe
7726,safe
28188,safe
10601,safe
19694,safe
11188,safe
27000,safe
22770,safe
30039,safe
6927,unhealthy for sensitive groups
10916,safe
7644,safe
13107,safe
1205,safe
32144,safe
22591,safe
25184,safe
15729,safe
15384,safe
6529,safe
22571,safe
868,unhealthy
3763,safe
24031,safe
228,unhealthy for sensitive groups
5940,safe
9706,safe
16995,safe
21620,safe
12328,safe
12896,safe
15078,safe
15185,safe
32828,safe
31320,safe
16904,safe
16644,safe
29548,safe
33420,safe
14491,safe
34462,safe
5954,safe
6841,safe
10202,safe
7172,safe
17052,safe
8745,safe
935,safe
16004,safe
8869,safe
6502,safe
21554,safe
30852,safe
12632,safe
10309,safe
19880,safe
23413,safe
7442,safe
5125,safe
16859,safe
21518,unhealthy for sensitive groups
19295,safe
27025,safe
20421,safe
3860,unhealthy
3192,safe
1873,safe
23712,safe
9542,safe
26358,safe
24547,safe
14262,safe
11121,safe
16886,safe
30771,safe
13014,safe
28420,safe
11991,unhealthy for sensitive groups
1591,safe
23935,safe
7962,safe
12054,safe
16617,safe
4082,safe
9218,safe
23352,safe
6944,safe
18978,safe
15330,safe
19544,safe
28898,safe
17978,unhealthy for sensitive groups
28965,safe
1265,safe
21012,safe
23301,safe
31487,safe
22650,unhealthy for sensitive groups
20536,unhealthy for sensitive groups
17295,safe
15313,safe
22225,safe
6513,safe
18382,safe
9746,safe
1526,safe
20095,safe
8705,safe
34546,safe
15437,safe
5948,unhealthy for sensitive groups
14478,safe
30150,safe
14145,safe
27613,unhealthy for sensitive groups
6243,safe
23913,safe
23350,safe
8598,safe
28400,safe
20160,safe
13109,unhealthy for sensitive groups
31911,unhealthy for sensitive groups
13671,safe
35036,unhealthy for sensitive groups
16596,safe
2295,safe
16691,safe
11488,safe
15377,safe
13277,safe
9859,safe
30183,unhealthy for sensitive groups
16546,safe
28553,safe
6460,safe
1459,safe
5863,unhealthy for sensitive groups
18164,safe
34940,safe
22887,safe
14872,safe
28347,unhealthy for sensitive groups
20248,unhealthy for sensitive groups
8480,safe
8169,safe
13072,safe
31581,safe
31345,safe
7112,safe
8501,safe
13638,safe
12263,safe
2597,unhealthy for sensitive groups
22597,safe
3076,unhealthy for sensitive groups
594,safe
17046,safe
8381,safe
17806,safe
26508,safe
22772,safe
32668,safe
9705,safe
29024,safe
16392,safe
34015,safe
4341,safe
8470,safe
30335,safe
4969,unhealthy for sensitive groups
11553,safe
21407,safe
17910,safe
589,safe
3591,safe
13535,safe
8451,safe
19345,safe
12282,safe
8932,safe
373,safe
15319,safe
8732,safe
18062,safe
25392,safe
10439,safe
25700,unhealthy for sensitive groups
12088,safe
29075,safe
12367,safe
12836,safe
407,safe
19904,safe
19594,safe
2750,safe
16137,safe
29653,safe
22056,safe
12570,safe
21211,safe
1777,safe
32711,safe
13811,safe
13455,safe
8186,safe
3336,safe
4841,safe
25611,safe
13721,safe
7150,very unhealthy
20276,safe
23425,safe
19041,safe
19122,safe
25523,safe
22690,safe
7130,safe
1527,safe
11346,safe
26618,safe
5253,safe
1287,safe
5743,unhealthy for sensitive groups
2519,unhealthy
7960,safe
19383,safe
15325,safe
33169,safe
27531,safe
3343,safe
2454,unhealthy for sensitive groups
16119,safe
33944,safe
2998,safe
10150,safe
16959,safe
15344,safe
27129,safe
20290,safe
9068,unhealthy for sensitive groups
33834,safe
19636,unhealthy
13477,safe
22330,safe
6619,safe
25585,safe
26964,safe
9972,unhealthy for sensitive groups
14965,safe
22835,unhealthy for sensitive groups
30817,safe
6834,safe
2052,safe
13373,unhealthy
14139,safe
26958,safe
23452,safe
3356,safe
18091,safe
6977,safe
26325,safe
23063,safe
21519,unhealthy for sensitive groups
5387,safe
22287,safe
18126,safe
22211,safe
22421,safe
24490,safe
1015,safe
10651,safe
25394,safe
4346,safe
9123,safe
33495,safe
14089,safe
4780,safe
17271,safe
3458,safe
12227,unhealthy for sensitive groups
19246,safe
24649,safe
3396,safe
16036,safe
5762,safe
24592,unhealthy
2712,safe
835,safe
18809,safe
13761,safe
6592,safe
14981,safe
8985,safe
12446,safe
19817,unhealthy for sensitive groups
4414,safe
1982,safe
31561,unhealthy for sensitive groups
25277,safe
7580,unhealthy
1948,safe
18339,safe
21208,safe
2239,safe
31774,safe
19104,safe
5809,unhealthy
32463,safe
4632,safe
28394,safe
4368,safe
3276,safe
21724,safe
24416,unhealthy for sensitive groups
14829,safe
28183,safe
24114,safe
18919,safe
28839,safe
14261,safe
8996,safe
31432,safe
6481,safe
31939,safe
400,safe
9161,safe
368,safe
3492,safe
27299,safe
6825,unhealthy for sensitive groups
6889,safe
12591,safe
5313,safe
21312,safe
13300,safe
3248,safe
4378,safe
30854,safe
18254,unhealthy for sensitive groups
5127,safe
11584,safe
14767,safe
11024,safe
18751,safe
21048,safe
14908,safe
15405,unhealthy for sensitive groups
3308,safe
2248,unhealthy for sensitive groups
9915,safe
34610,safe
26452,safe
7279,safe
34214,safe
31103,safe
31173,safe
13135,unhealthy
34177,safe
25085,safe
21860,safe
17169,safe
26775,safe
23534,safe
4212,safe
22162,safe
21740,safe
9930,unhealthy for sensitive groups
7643,safe
2867,safe
22784,safe
493,safe
29058,safe
9559,safe
32542,safe
10090,safe
2375,safe
5207,safe
23741,safe
10271,safe
8179,safe
8217,safe
2329,safe
10862,safe
8109,safe
27066,safe
19118,safe
28407,safe
18332,safe
23974,safe
18528,unhealthy for sensitive groups
28294,safe
22174,safe
28942,safe
24527,safe
20534,safe
649,safe
30017,safe
31959,safe
1774,safe
2957,safe
1225,safe
33943,safe
33424,safe
751,safe
15786,safe
25114,safe
34373,safe
11130,safe
16883,safe
20675,safe
33492,safe
21835,safe
29132,safe
758,safe
15538,safe
22332,safe
33234,safe
21754,unhealthy for sensitive groups
14832,safe
25826,unhealthy for sensitive groups
17851,safe
23261,safe
7807,safe
3527,safe
9587,safe
324,safe
16440,safe
23084,safe
16123,unhealthy for sensitive groups
11980,unhealthy for sensitive groups
1261,safe
23753,safe
1296,safe
7252,safe
27596,safe
2235,safe
13305,safe
32168,safe
6759,safe
2385,safe
26587,safe
27144,safe
28824,safe
25369,safe
32083,safe
8229,safe
4125,safe
22054,safe
7479,safe
19854,safe
28594,unhealthy for sensitive groups
23931,safe
11573,unhealthy for sensitive groups
20170,unhealthy
10025,unhealthy
25840,safe
4907,safe
17161,safe
18141,safe
9737,unhealthy for sensitive groups
1816,safe
1813,safe
5210,safe
11410,unhealthy for sensitive groups
10186,safe
7558,safe
12413,safe
17675,safe
15218,safe
34326,safe
19619,unhealthy for sensitive groups
4099,safe
24142,safe
16264,safe
3136,safe
7387,safe
33189,safe
14146,safe
29094,safe
17421,unhealthy for sensitive groups
4443,safe
10448,safe
2729,safe
6514,safe
632,safe
8439,safe
26689,safe
33389,unhealthy
18841,safe
8889,safe
25416,safe
33414,unhealthy for sensitive groups
7543,unhealthy for sensitive groups
4100,safe
8342,safe
19379,safe
32096,safe
12163,safe
27890,safe
16061,safe
16851,safe
26517,safe
34702,safe
24562,unhealthy
5803,unhealthy
23416,safe
2459,unhealthy for sensitive groups
25209,safe
25663,safe
28004,safe
7672,unhealthy for sensitive groups
3442,safe
28610,safe
15136,safe
2405,safe
13231,safe
26632,safe
12858,safe
22492,safe
29639,safe
3544,safe
4659,safe
6703,safe
2875,safe
22153,safe
8100,safe
30134,safe
16212,unhealthy for sensitive groups
2411,safe
2730,safe
5361,safe
26633,safe
5792,unhealthy
10435,safe
11414,safe
16614,safe
17412,safe
16008,safe
23926,unhealthy for sensitive groups
17335,safe
6527,safe
19075,safe
23248,safe
992,safe
23711,safe
34359,safe
23014,safe
25123,safe
16749,safe
12728,safe
29918,safe
17591,safe
10766,safe
34939,safe
19045,safe
15155,safe
5690,safe
4875,unhealthy for sensitive groups
18814,safe
18665,safe
20983,safe
9513,safe
23857,safe
25530,safe
20301,unhealthy for sensitive groups
24893,safe
11012,safe
10446,safe
25762,safe
7035,safe
29751,safe
1547,unhealthy for sensitive groups
27229,safe
33791,safe
13249,safe
7368,safe
7966,safe
19310,safe
8333,safe
645,safe
12,safe
8890,safe
286,safe
34080,safe
9875,safe
18597,safe
11973,unhealthy
18073,safe
25245,safe
11369,safe
1012,safe
29787,safe
29703,safe
8190,safe
14705,safe
3167,unhealthy for sensitive groups
18311,safe
21533,safe
9734,unhealthy for sensitive groups
893,safe
18953,safe
20260,safe
23428,safe
7327,safe
5594,safe
12759,safe
9037,safe
16441,safe
6151,safe
7836,safe
27874,safe
29544,safe
20258,safe
6019,safe
34032,safe
15457,safe
28760,safe
5678,safe
17453,safe
27709,safe
18646,safe
29365,safe
33131,safe
4481,safe
24719,safe
28959,safe
8992,safe
3157,unhealthy for sensitive groups
22401,safe
8816,safe
2267,safe
26420,safe
21089,safe
14071,safe
582,safe
14622,safe
22126,safe
18554,safe
20109,safe
12454,safe
28380,safe
26363,safe
8111,unhealthy for sensitive groups
33428,unhealthy for sensitive groups
1262,safe
31032,safe
9663,safe
949,safe
27341,safe
12767,safe
31132,safe
1237,safe
16803,safe
23092,safe
8511,safe
3876,safe
31897,safe
33275,safe
33458,safe
29154,safe
23636,safe
6620,safe
15426,safe
5454,safe
3808,safe
28453,safe
17273,safe
34090,safe
21005,safe
28713,safe
8769,safe
26466,safe
32464,safe
15047,safe
4552,safe
178,safe
22146,safe
7767,safe
13210,unhealthy for sensitive groups
4763,unhealthy for sensitive groups
15789,safe
10975,safe
6183,safe
11294,safe
26484,safe
14738,safe
16781,safe
34131,safe
14122,safe
33,safe
18750,safe
32420,safe
21142,safe
1110,safe
18031,safe
11586,safe
29462,safe
17047,safe
34706,safe
27046,safe
17145,safe
11508,safe
3403,safe
31947,safe
3797,safe
28773,safe
9495,safe
3864,safe
2715,safe
12300,safe
24195,safe
5465,unhealthy for sensitive groups
10523,safe
17300,safe
15878,safe
12863,safe
5680,safe
5511,safe
18424,safe
29114,safe
10872,safe
13299,safe
13377,unhealthy
10994,safe
22989,safe
936,safe
34995,safe
3467,unhealthy for sensitive groups
5486,safe
26387,unhealthy
21250,safe
6991,safe
1768,safe
8211,safe
6787,safe
26494,safe
33999,unhealthy
19695,safe
10588,safe
11572,safe
7554,safe
22221,safe
27150,safe
16974,safe
28002,safe
20374,safe
18654,safe
24889,safe
23889,safe
24782,safe
31407,safe
31792,safe
24901,safe
34251,safe
12031,very unhealthy
29,safe
28300,safe
4487,safe
1778,safe
1189,unhealthy for sensitive groups
32913,safe
1945,safe
8575,safe
27947,safe
577,safe
31586,safe
25807,safe
32988,safe
23517,safe
2559,safe
25694,unhealthy for sensitive groups
26459,safe
16310,safe
415,safe
12449,safe
23593,safe
32671,safe
2955,safe
29958,unhealthy for sensitive groups
3593,safe
7246,safe
11042,safe
15767,safe
20186,safe
21185,safe
9952,safe
24644,safe
9647,unhealthy for sensitive groups
13738,safe
27333,safe
26047,safe
20864,safe
33290,safe
8990,safe
6681,safe
5128,safe
4584,safe
13656,safe
4516,safe
28920,safe
11719,safe
13427,safe
34198,safe
18067,safe
30103,safe
7506,safe
33530,safe
12062,safe
17956,safe
16891,safe
5389,safe
18489,safe
12029,unhealthy for sensitive groups
8195,safe
11823,safe
10723,safe
25572,safe
950,safe
14608,safe
19346,safe
32022,unhealthy for sensitive groups
9901,safe
22954,safe
4189,safe
28517,safe
28330,safe
16871,safe
344,safe
21174,safe
11333,safe
19838,unhealthy for sensitive groups
31302,safe
21907,safe
16173,safe
25978,safe
11820,safe
32610,unhealthy for sensitive groups
9506,safe
24368,unhealthy for sensitive groups
16621,safe
8145,safe
24660,safe
12843,safe
28097,unhealthy
19749,safe
31896,unhealthy for sensitive groups
30696,safe
34069,safe
15479,safe
16525,safe
22456,safe
12298,safe
6435,safe
19915,safe
9831,safe
23521,safe
30744,safe
4519,safe
10422,safe
33487,safe
11717,safe
26246,unhealthy for sensitive groups
14959,safe
11526,safe
18861,safe
10638,safe
9726,unhealthy for sensitive groups
5208,safe
15902,safe
148,safe
8339,safe
29831,safe
9749,safe
21830,safe
31248,safe
28147,safe
32703,safe
24535,safe
3874,safe
24716,safe
9571,safe
17395,safe
27305,safe
9220,safe
13905,safe
3899,safe
27487,safe
745,safe
515,very unhealthy
1859,safe
23897,safe
23483,safe
10938,safe
23610,safe
19209,safe
20044,safe
2701,safe
6985,safe
27414,safe
4917,unhealthy for sensitive groups
7725,safe
3852,safe
7075,safe
28983,safe
33965,safe
31574,safe
22294,safe
21984,safe
28401,safe
14341,safe
4903,safe
4298,safe
10600,safe
11291,safe
8762,safe
16926,safe
21833,safe
22277,safe
27244,safe
25250,safe
5807,unhealthy
7262,safe
24224,safe
832,safe
22902,safe
32712,safe
18733,safe
1180,safe
8359,safe
16724,safe
25276,safe
24323,safe
16502,safe
31935,unhealthy
28859,safe
15445,safe
33828,safe
14355,safe
13343,unhealthy for sensitive groups
34184,safe
10681,safe
20578,unhealthy for sensitive groups
20148,unhealthy for sensitive groups
10178,safe
13196,safe
28458,safe
11927,safe
4422,safe
21047,safe
12082,unhealthy for sensitive groups
15423,safe
27075,safe
9401,safe
3516,safe
3361,safe
13556,safe
6510,safe
31162,safe
19338,safe
19293,safe
27363,safe
7682,unhealthy for sensitive groups
8691,safe
27801,unhealthy for sensitive groups
29416,safe
18051,safe
1560,safe
29999,unhealthy for sensitive groups
29620,safe
31471,unhealthy for sensitive groups
19244,safe
3693,safe
17414,safe
21246,safe
9780,safe
18110,safe
20377,safe
1960,safe
21226,safe
20968,safe
31941,safe
9755,safe
9968,unhealthy for sensitive groups
29546,safe
30745,safe
5240,safe
19000,safe
31533,safe
11283,unhealthy for sensitive groups
34985,safe
15364,safe
13138,unhealthy
11370,safe
31892,safe
18299,safe
1250,safe
25891,safe
33930,safe
6709,unhealthy
13736,safe
33600,safe
10477,safe
23347,safe
5843,safe
32115,safe
33295,safe
9893,safe
31259,safe
9980,unhealthy
23882,safe
23240,safe
8695,safe
30759,unhealthy for sensitive groups
2593,unhealthy
28928,safe
23573,safe
24765,safe
9301,safe
14752,safe
1646,safe
29611,safe
32969,safe
7693,very unhealthy
27214,safe
31468,safe
10725,safe
20911,safe
8148,safe
32802,safe
19869,safe
16457,safe
15710,unhealthy for sensitive groups
1523,unhealthy for sensitive groups
8035,safe
2051,safe
25300,safe
22412,safe
2614,safe
23268,safe
7381,safe
5333,safe
31333,safe
11975,unhealthy for sensitive groups
10482,safe
11571,unhealthy for sensitive groups
27400,safe
23498,safe
28793,safe
803,safe
34267,safe
15051,safe
22473,safe
5587,safe
3914,safe
29401,safe
22458,safe
32253,unhealthy
24580,safe
27073,safe
22901,safe
22133,safe
27015,safe
26460,safe
6641,safe
24763,safe
9179,safe
7949,safe
24502,safe
14380,unhealthy for sensitive groups
20169,very unhealthy
4425,safe
17151,safe
9940,unhealthy for sensitive groups
14247,safe
15038,safe
16405,safe
28653,safe
2642,safe
20849,safe
22627,unhealthy for sensitive groups
10665,safe
25192,safe
31546,safe
34538,safe
8334,safe
13640,safe
12412,safe
9792,unhealthy for sensitive groups
13962,safe
11520,safe
7074,safe
21031,safe
27337,safe
13239,safe
4902,unhealthy for sensitive groups
12474,safe
13798,unhealthy for sensitive groups
31445,safe
29573,safe
24687,safe
29898,safe
24877,safe
12954,safe
27910,safe
17253,safe
11100,unhealthy
31575,safe
10047,safe
18022,safe
34696,unhealthy for sensitive groups
19914,safe
24741,safe
13142,safe
18574,safe
29136,safe
34503,safe
27725,safe
16516,safe
25896,unhealthy for sensitive groups
29987,safe
17882,safe
10105,safe
7481,safe
18916,safe
25201,safe
11853,safe
2408,safe
21708,safe
33238,safe
24764,safe
8624,safe
24905,safe
34027,safe
34289,unhealthy for sensitive groups
32231,safe
33165,safe
6208,safe
14969,safe
14400,safe
20803,safe
8382,safe
17242,safe
32749,safe
10943,safe
5616,safe
19529,safe
3388,safe
22813,safe
7561,safe
19303,safe
11985,unhealthy for sensitive groups
18287,safe
25071,safe
6997,safe
11753,safe
4764,unhealthy for sensitive groups
14847,safe
27941,safe
12250,safe
18820,safe
23460,safe
32171,safe
29415,safe
17296,safe
23127,safe
9210,safe
17263,safe
23787,safe
11200,safe
10625,safe
15074,safe
8537,safe
8721,safe
3195,safe
17054,safe
28205,safe
17651,safe
14562,safe
3768,safe
10617,safe
29321,safe
17876,safe
23095,safe
2799,safe
2954,safe
15451,safe
15740,safe
3896,safe
3847,safe
10339,safe
17894,safe
21931,safe
29499,safe
9681,safe
15960,safe
6031,safe
8175,safe
10007,safe
14386,safe
27087,safe
8047,safe
8697,safe
24018,safe
4085,safe
29447,safe
18606,safe
25834,safe
18322,safe
32792,safe
22715,safe
5450,safe
9599,unhealthy for sensitive groups
27117,safe
14444,safe
27537,safe
28981,safe
8287,safe
32221,safe
6071,safe
32766,safe
19444,safe
4726,safe
11503,safe
14446,safe
9932,very unhealthy
4855,safe
5584,safe
33524,safe
5054,unhealthy for sensitive groups
28424,safe
7375,safe
189,unhealthy for sensitive groups
3853,safe
28547,safe
26799,safe
11798,safe
27292,safe
7312,safe
14140,safe
6536,safe
8809,safe
12051,safe
33702,safe
7965,safe
13561,unhealthy for sensitive groups
29488,safe
26507,safe
29430,safe
15557,unhealthy for sensitive groups
5167,safe
25521,safe
7933,safe
7516,safe
5006,unhealthy for sensitive groups
31330,safe
11629,safe
1008,safe
30869,safe
8481,safe
8394,safe
31081,safe
285,safe
4827,safe
26161,safe
1558,safe
15923,safe
32148,safe
28408,safe
24116,safe
34285,safe
11900,unhealthy for sensitive groups
17349,safe
17662,safe
878,safe
7662,unhealthy for sensitive groups
32259,safe
5964,safe
20443,safe
32575,safe
1135,safe
32490,safe
25309,safe
8651,safe
11889,unhealthy
7071,safe
11264,unhealthy for sensitive groups
1041,safe
13066,safe
23130,safe
20425,safe
2627,safe
13952,safe
3824,safe
10824,safe
29211,safe
4534,safe
5567,safe
20414,safe
4065,safe
17813,safe
2803,unhealthy for sensitive groups
18029,safe
33577,safe
4284,safe
34810,safe
27027,safe
7359,safe
31717,safe
1324,safe
24429,safe
7129,safe
2977,unhealthy for sensitive groups
15694,unhealthy for sensitive groups
7886,safe
3358,safe
14940,safe
9252,unhealthy for sensitive groups
2102,safe
12607,safe
28088,safe
20065,safe
24011,safe
6441,safe
34824,safe
15684,safe
11097,safe
25748,safe
22258,safe
7141,unhealthy
19595,safe
29570,safe
7679,safe
28475,unhealthy for sensitive groups
13524,safe
16449,safe
1756,safe
17117,safe
8288,safe
3491,safe
21857,safe
27945,safe
13489,safe
19488,safe
32947,safe
2963,safe
3933,safe
19410,safe
2432,unhealthy for sensitive groups
28180,safe
18634,safe
16121,safe
2104,unhealthy for sensitive groups
12206,safe
1535,safe
8115,safe
29892,safe
7131,safe
14636,safe
14860,safe
31992,safe
166,safe
16120,safe
34953,safe
20814,safe
27252,safe
26515,safe
33948,safe
6069,safe
26218,unhealthy for sensitive groups
16127,safe
4801,safe
19912,safe
32543,safe
538,safe
896,safe
32767,safe
339,safe
4769,safe
6979,safe
1731,safe
11925,safe
10464,safe
18582,safe
34430,safe
8744,safe
26348,safe
21484,safe
8549,safe
10022,unhealthy for sensitive groups
12489,safe
15372,unhealthy for sensitive groups
32531,safe
30791,unhealthy for sensitive groups
33951,safe
1136,safe
34512,safe
6128,safe
563,safe
16564,safe
16342,safe
17650,safe
3747,safe
34517,safe
32014,unhealthy for sensitive groups
29282,safe
32758,safe
7685,safe
10443,safe
13897,safe
5067,safe
22686,safe
34807,very unhealthy
5439,unhealthy for sensitive groups
7309,safe
6521,safe
4491,safe
6672,safe
13582,safe
18828,safe
23592,safe
25917,safe
1749,safe
7465,safe
2342,safe
20634,safe
26889,safe
22724,safe
16969,safe
4878,safe
2927,unhealthy for sensitive groups
427,unhealthy for sensitive groups
5942,safe
30732,safe
14294,safe
4839,safe
28438,safe
19007,safe
10325,safe
20015,safe
12199,safe
31060,safe
27274,safe
22946,safe
24352,safe
33376,unhealthy for sensitive groups
23775,safe
19523,safe
8978,unhealthy for sensitive groups
8261,safe
22674,safe
7614,safe
17737,safe
1963,safe
28900,safe
14896,safe
26825,safe
15655,safe
12655,safe
26854,safe
17705,safe
20888,safe
24004,safe
2615,safe
4528,safe
9230,safe
5105,safe
22782,safe
26117,safe
10165,safe
25480,safe
21343,safe
10248,safe
3323,safe
34875,safe
19174,safe
20646,safe
7668,unhealthy for sensitive groups
21349,safe
6621,safe
29650,safe
34044,safe
14221,safe
3424,safe
27635,safe
4080,safe
14967,safe
21752,safe
31610,unhealthy
16194,safe
17497,unhealthy for sensitive groups
16574,safe
6166,safe
26833,safe
22400,safe
25267,safe
14304,safe
13511,safe
33339,safe
31600,safe
11700,safe
14733,safe
5498,safe
26899,safe
13096,safe
11872,safe
1730,safe
28339,safe
20175,safe
8080,safe
16733,safe
21154,safe
24832,safe
8566,safe
4775,safe
8908,safe
3002,safe
26646,safe
12304,safe
33326,safe
6845,safe
20153,safe
3556,unhealthy
14904,safe
2044,safe
23211,safe
1908,safe
8215,safe
10753,safe
2195,safe
32965,safe
8395,safe
17988,safe
32577,unhealthy for sensitive groups
25730,safe
23218,safe
8011,safe
31732,safe
14791,safe
18235,safe
906,safe
10778,safe
5314,safe
19713,safe
29943,safe
34571,safe
3721,safe
22101,safe
1171,unhealthy for sensitive groups
459,safe
23943,safe
5084,safe
28832,safe
2275,safe
9102,unhealthy for sensitive groups
8204,safe
31558,safe
33098,safe
26554,safe
6356,safe
26281,safe
1798,unhealthy for sensitive groups
19060,safe
23759,safe
24289,safe
19814,unhealthy for sensitive groups
10605,safe
20645,safe
6296,safe
34906,safe
11689,safe
33772,safe
28994,safe
1863,safe
31478,unhealthy for sensitive groups
21792,safe
1890,safe
22877,safe
18122,safe
13951,safe
15056,safe
15909,safe
3433,safe
10334,safe
7600,safe
3448,safe
4696,safe
11866,safe
14503,safe
27769,safe
10333,safe
9851,safe
13005,safe
11322,safe
14454,safe
29280,safe
26574,safe
23687,safe
29550,safe
31504,safe
29992,unhealthy for sensitive groups
4035,safe
14251,safe
3101,safe
13624,safe
2741,safe
17895,safe
12081,unhealthy
18375,safe
20617,safe
22392,safe
24603,safe
4483,safe
11149,safe
2425,safe
26033,safe
23249,safe
22384,safe
3843,safe
10954,safe
4329,safe
26053,safe
19876,safe
26610,safe
21676,safe
31311,safe
17089,safe
22220,safe
20494,safe
10400,safe
9167,safe
30241,unhealthy for sensitive groups
132,safe
26109,safe
1609,safe
21714,safe
28443,safe
11566,safe
9813,safe
17689,safe
8129,safe
29172,safe
27697,safe
20138,safe
8746,safe
28828,safe
17213,safe
29610,safe
22927,safe
7975,safe
28738,safe
18210,safe
19787,safe
8273,safe
4844,safe
5036,safe
7296,unhealthy for sensitive groups
4590,safe
849,safe
4955,safe
6092,safe
16480,safe
3206,safe
7087,unhealthy for sensitive groups
31624,unhealthy for sensitive groups
20263,safe
24015,safe
25237,safe
25028,safe
2562,safe
25946,safe
22761,safe
4525,safe
2464,unhealthy for sensitive groups
19262,safe
2522,unhealthy
14853,safe
12653,safe
25828,safe
22230,safe
31747,safe
13739,safe
14788,safe
23549,safe
28376,safe
3801,unhealthy for sensitive groups
7203,safe
34711,safe
20211,unhealthy for sensitive groups
7743,safe
27498,safe
13163,safe
29507,safe
776,safe
29556,safe
5109,safe
13247,safe
12919,safe
3088,safe
9461,safe
23409,safe
6325,safe
18705,safe
2053,safe
34655,safe
13584,safe
3228,safe
1604,safe
20827,safe
258,safe
6155,safe
22554,safe
18961,safe
4173,safe
10367,safe
22293,safe
28695,safe
29000,safe
30775,unhealthy for sensitive groups
12992,safe
23036,safe
15875,safe
20866,safe
23774,safe
17471,safe
26332,safe
33323,unhealthy for sensitive groups
766,safe
1090,safe
5223,safe
7289,unhealthy for sensitive groups
13266,safe
6136,safe
7343,safe
27641,safe
11394,safe
3777,safe
13680,safe
1917,safe
15628,safe
22425,safe
12552,safe
25328,safe
23607,safe
1419,safe
17619,safe
18778,safe
18310,safe
11134,safe
31054,safe
32229,safe
34622,safe
9890,safe
7717,safe
15808,safe
12265,safe
1711,safe
27661,safe
30946,safe
21703,safe
32815,safe
13715,safe
2180,safe
14855,safe
32978,safe
557,safe
16727,safe
17845,safe
912,safe
6776,safe
10558,safe
103,unhealthy for sensitive groups
13186,unhealthy for sensitive groups
29567,safe
12699,safe
14637,safe
31781,safe
19031,safe
15226,safe
4742,safe
6795,safe
31776,safe
32956,safe
2029,safe
17446,safe
10080,safe
9556,safe
8434,safe
22805,safe
12495,safe
1232,safe
26205,safe
11400,unhealthy for sensitive groups
830,safe
29536,safe
21207,safe
13607,safe
33901,safe
15725,safe
19751,safe
5460,safe
5312,safe
5232,safe
17175,safe
29947,unhealthy for sensitive groups
17588,safe
3481,unhealthy
34794,safe
28881,safe
32535,safe
35067,safe
6859,safe
33645,safe
12093,unhealthy for sensitive groups
31252,safe
27924,safe
18171,unhealthy for sensitive groups
33471,safe
8253,safe
4073,safe
8488,safe
30060,safe
29903,safe
31170,safe
26253,safe
23623,safe
147,safe
2125,safe
28671,safe
9321,safe
15980,safe
12164,safe
1740,safe
20954,safe
32511,safe
11707,safe
8632,safe
14658,safe
5978,safe
20119,safe
18038,safe
25539,safe
34979,safe
27245,safe
5834,safe
18612,safe
1475,safe
21311,safe
11356,safe
14332,safe
20091,safe
29433,safe
7366,safe
32299,safe
18071,safe
34165,safe
19003,safe
30820,safe
14542,safe
9844,unhealthy for sensitive groups
925,safe
28493,safe
18976,safe
25803,safe
24023,safe
21912,safe
30058,safe
22099,safe
14862,safe
18664,safe
26333,safe
27436,safe
20432,safe
29203,safe
49,safe
18680,safe
1009,safe
16340,safe
31847,safe
10693,safe
18423,safe
4532,safe
25789,safe
9798,safe
4427,safe
8428,safe
5424,safe
11160,safe
26228,unhealthy for sensitive groups
4788,safe
28264,safe
32220,safe
32435,safe
444,safe
33610,safe
32194,unhealthy for sensitive groups
7156,unhealthy for sensitive groups
26830,safe
21293,safe
29126,safe
23384,safe
19032,safe
5801,unhealthy for sensitive groups
10328,safe
6179,safe
6608,safe
26079,safe
23722,safe
16670,safe
16876,safe
32782,safe
6488,safe
5186,safe
32578,safe
25749,safe
29598,safe
13466,safe
6206,safe
1100,safe
6817,unhealthy for sensitive groups
12771,safe
10151,safe
23404,safe
26445,safe
7320,unhealthy
7645,safe
13747,safe
1964,safe
20250,safe
21130,safe
3638,safe
752,safe
11842,unhealthy for sensitive groups
28807,safe
25883,safe
7607,safe
9543,safe
33510,safe
31981,unhealthy
33712,safe
18659,safe
26292,safe
19335,safe
23199,safe
23576,safe
13760,safe
6363,safe
31135,unhealthy for sensitive groups
18530,unhealthy for sensitive groups
12339,safe
25512,safe
13240,safe
13995,safe
22306,safe
16111,safe
24267,safe
5300,safe
22191,safe
19005,safe
31967,safe
22771,safe
8459,safe
30993,unhealthy for sensitive groups
17486,unhealthy for sensitive groups
856,safe
21327,safe
10612,safe
31582,safe
33285,safe
29312,safe
22433,unhealthy for sensitive groups
14194,safe
16317,safe
24792,safe
13435,unhealthy for sensitive groups
24744,safe
31709,safe
26908,safe
16587,safe
13139,safe
7658,unhealthy for sensitive groups
25596,safe
