,aqi_ozone
439171,safe
431758,unhealthy for sensitive groups
804542,safe
35640,safe
855717,safe
1112352,safe
429665,safe
494859,safe
1192617,safe
911665,unhealthy for sensitive groups
32157,safe
14796,safe
1205919,safe
1087272,safe
59927,safe
57141,safe
83335,safe
1170485,safe
206331,safe
177327,safe
912550,safe
120817,unhealthy for sensitive groups
639992,safe
481736,safe
393226,safe
971228,unhealthy for sensitive groups
54613,safe
641281,safe
182857,safe
648271,unhealthy for sensitive groups
991282,safe
358412,unhealthy for sensitive groups
1104851,safe
137293,safe
595524,safe
643033,safe
799313,safe
306705,unhealthy for sensitive groups
996567,safe
613914,safe
622377,safe
494322,safe
518135,safe
940953,safe
657066,safe
439794,safe
628499,safe
272271,safe
357354,safe
841891,safe
771820,safe
686233,safe
810747,safe
114895,safe
170200,safe
1074271,safe
1141308,unhealthy
1150729,safe
791319,safe
950594,safe
881433,unhealthy for sensitive groups
22320,safe
853836,safe
905062,safe
84799,safe
1150289,safe
224329,safe
914157,safe
176733,safe
994230,unhealthy for sensitive groups
504892,safe
742016,safe
233485,unhealthy for sensitive groups
1037288,safe
326121,safe
1004728,unhealthy for sensitive groups
181812,safe
204742,safe
546445,safe
1165630,safe
349112,safe
416259,safe
527787,safe
1092916,safe
959465,safe
348707,safe
1204393,safe
566605,safe
1093360,safe
561140,safe
906173,safe
331603,safe
955229,safe
1172173,safe
917416,safe
1114325,safe
107466,safe
1047012,unhealthy for sensitive groups
600019,safe
345636,safe
1117564,safe
131396,safe
133260,safe
520453,safe
304939,unhealthy
1007918,safe
698169,safe
1197831,safe
573419,unhealthy for sensitive groups
8388,safe
862101,safe
246637,safe
913873,safe
39704,safe
1146287,safe
467435,safe
475101,safe
1116263,safe
205361,unhealthy for sensitive groups
435587,safe
64157,safe
34992,safe
1043076,safe
513337,safe
432292,safe
334057,safe
915409,unhealthy for sensitive groups
1076252,safe
945447,unhealthy for sensitive groups
657062,safe
801604,safe
369489,safe
610853,safe
741610,safe
3762,safe
219849,safe
616354,safe
794260,safe
697286,safe
22392,safe
155919,unhealthy for sensitive groups
184823,safe
913997,safe
606411,safe
931096,safe
553455,safe
399148,safe
1009066,safe
524342,safe
480044,safe
31986,safe
588233,safe
992949,safe
648413,safe
698900,safe
1039977,safe
1105362,safe
1206179,safe
540,safe
1052294,safe
1161069,safe
60182,safe
880096,safe
695722,safe
896606,safe
853387,safe
589188,safe
757202,safe
1121565,safe
515636,safe
745937,unhealthy
653208,safe
34200,safe
737833,safe
407119,safe
94966,safe
654016,unhealthy for sensitive groups
69238,safe
939378,safe
25551,safe
60186,safe
1078724,safe
701353,safe
1117799,safe
944116,safe
55206,safe
233615,unhealthy for sensitive groups
32886,safe
59329,safe
819236,safe
799355,safe
142608,safe
1020978,safe
194594,safe
791532,safe
534566,safe
912385,safe
18081,safe
753265,safe
914977,safe
1131591,safe
134477,safe
645426,unhealthy for sensitive groups
234041,safe
791004,safe
145975,safe
198335,safe
669997,safe
946389,safe
909745,safe
385972,safe
611241,safe
140625,safe
365274,safe
916583,safe
108968,safe
501322,safe
864360,safe
824658,safe
806856,safe
491797,safe
171350,safe
795044,safe
46167,safe
741627,safe
1045572,safe
816119,safe
909032,safe
618672,safe
357191,safe
1172843,safe
1151843,safe
73995,safe
1149360,safe
892942,safe
401007,safe
742821,safe
779951,safe
1001616,safe
684145,safe
952997,safe
413329,safe
770440,safe
495686,safe
927930,unhealthy
1177651,safe
658055,unhealthy for sensitive groups
2466,safe
128827,safe
438400,safe
10512,safe
104092,safe
327058,safe
994825,safe
1557,safe
320373,safe
1203151,safe
620852,safe
906104,safe
632716,safe
321996,safe
1050238,unhealthy for sensitive groups
851465,safe
914801,safe
970248,safe
365625,unhealthy for sensitive groups
379804,safe
697896,safe
119070,safe
31275,safe
1128471,safe
382887,safe
1049693,safe
587007,safe
1180085,safe
939085,safe
291068,safe
979073,safe
1183057,safe
1059779,safe
21339,safe
777213,unhealthy for sensitive groups
583054,unhealthy
531108,safe
672491,safe
551610,safe
135164,safe
1072013,unhealthy for sensitive groups
422376,safe
891071,safe
250655,safe
777947,safe
531326,safe
1020543,unhealthy for sensitive groups
343062,safe
1205429,safe
938616,safe
461446,safe
951566,unhealthy for sensitive groups
1150662,safe
924030,safe
709070,safe
1085122,safe
1139436,safe
70303,safe
49123,safe
467310,safe
639143,safe
802900,safe
675234,safe
1123357,safe
978800,unhealthy for sensitive groups
910074,safe
1172579,safe
902584,safe
971052,safe
565983,safe
1189041,safe
8235,safe
403772,safe
348335,safe
472377,safe
1107008,safe
1014219,safe
975110,safe
804671,safe
382400,safe
1033959,safe
670161,safe
1115991,safe
939990,safe
655763,safe
233530,unhealthy for sensitive groups
484926,safe
220089,safe
799840,safe
168850,safe
181294,safe
1194514,safe
244606,safe
622656,safe
861784,safe
10917,safe
13545,safe
1060533,safe
1197353,safe
548257,safe
327673,safe
717257,safe
1046878,safe
218931,safe
1045647,safe
628292,safe
1119240,safe
158588,safe
250450,safe
30825,safe
276884,unhealthy for sensitive groups
150107,safe
113185,safe
335061,safe
175037,safe
740531,unhealthy for sensitive groups
619634,safe
280326,safe
405499,safe
642200,safe
1202588,safe
1018298,safe
961657,safe
792676,safe
301340,safe
419134,safe
1206580,safe
1092891,unhealthy
819645,safe
509469,unhealthy for sensitive groups
730220,safe
624052,safe
1028388,safe
706683,safe
728194,safe
842253,safe
360500,safe
245803,safe
908376,safe
1012681,safe
1116957,safe
26253,safe
610107,safe
178564,safe
922795,unhealthy for sensitive groups
319221,safe
184995,safe
1028694,unhealthy
540862,safe
461655,safe
894019,safe
745345,safe
559656,safe
1059013,safe
500494,safe
826234,safe
1048353,safe
1172646,safe
10638,unhealthy for sensitive groups
938750,safe
1046782,safe
698165,safe
806448,safe
1114095,safe
496151,safe
30024,safe
1027634,safe
999653,safe
390707,safe
480249,safe
969913,unhealthy for sensitive groups
905961,safe
527155,unhealthy for sensitive groups
913395,safe
373191,safe
346271,safe
186902,safe
587996,safe
1102243,safe
931900,unhealthy for sensitive groups
6291,safe
96852,unhealthy for sensitive groups
442790,unhealthy for sensitive groups
648597,safe
914744,safe
2934,safe
1181240,safe
612229,safe
482006,safe
1163490,unhealthy for sensitive groups
89148,safe
233116,safe
1158088,safe
823714,safe
153354,unhealthy for sensitive groups
997095,safe
751481,safe
506871,safe
779049,safe
933596,unhealthy for sensitive groups
346109,safe
912737,safe
94070,unhealthy for sensitive groups
58555,safe
582003,safe
1009364,safe
562031,safe
820620,safe
16605,unhealthy for sensitive groups
1105161,safe
750118,safe
29583,safe
906651,safe
1005869,safe
89780,unhealthy for sensitive groups
871052,safe
537316,safe
324211,safe
430298,safe
1131486,safe
988630,safe
1171440,safe
477760,safe
872773,unhealthy for sensitive groups
205950,safe
952838,safe
29844,safe
984219,safe
299776,safe
100239,safe
1179448,safe
324398,safe
609715,safe
858941,unhealthy for sensitive groups
310858,safe
1119072,safe
908127,safe
765566,safe
830083,safe
80992,safe
1093264,safe
879262,safe
789944,safe
1116205,safe
247932,safe
497610,safe
1175883,safe
402874,safe
23859,safe
996006,safe
909592,safe
914025,safe
112239,safe
755224,safe
499273,safe
989568,safe
994054,safe
449965,safe
259661,safe
1066228,unhealthy for sensitive groups
266914,safe
376535,safe
826009,safe
970818,unhealthy for sensitive groups
818445,safe
24030,safe
196300,safe
110465,safe
352998,unhealthy for sensitive groups
736759,safe
531099,safe
520649,safe
832799,safe
835228,safe
252803,safe
560522,safe
376753,safe
729751,safe
599298,unhealthy for sensitive groups
152568,safe
376160,safe
605847,safe
503855,unhealthy for sensitive groups
755397,safe
904384,safe
516981,safe
19098,safe
313293,unhealthy for sensitive groups
355523,safe
15219,unhealthy for sensitive groups
524761,unhealthy for sensitive groups
1073371,safe
21312,safe
374844,unhealthy
330433,safe
95633,unhealthy for sensitive groups
1003317,safe
1131817,safe
776820,safe
719733,safe
1185005,safe
750448,safe
1151412,safe
792267,safe
127211,unhealthy for sensitive groups
1008408,safe
1051833,safe
920541,safe
334767,safe
842396,safe
518577,safe
558481,safe
714747,safe
389342,safe
1032010,safe
344662,safe
855537,unhealthy for sensitive groups
487985,safe
823229,safe
320349,safe
553965,safe
952231,safe
812368,unhealthy
788057,safe
353626,safe
391364,safe
892892,safe
647847,safe
946586,safe
503579,unhealthy for sensitive groups
1180440,safe
272359,safe
175951,safe
675292,safe
176533,safe
240532,safe
937904,safe
200958,safe
33417,safe
511085,safe
271285,safe
842287,safe
194197,safe
129454,unhealthy for sensitive groups
912543,safe
786943,unhealthy for sensitive groups
525496,safe
411929,safe
1089324,safe
195447,safe
860150,safe
1198166,safe
197680,unhealthy for sensitive groups
134617,safe
887366,safe
36414,safe
921158,unhealthy for sensitive groups
1038687,safe
1098235,safe
297223,safe
911101,safe
362902,unhealthy
884622,safe
1134699,safe
904641,safe
116271,safe
519706,safe
1063347,safe
530732,safe
685379,safe
404505,safe
552469,safe
905332,safe
646989,safe
776971,safe
79834,safe
56406,safe
342351,safe
932767,safe
913631,safe
1032450,safe
565221,safe
1204546,safe
811502,safe
760491,safe
851198,safe
198318,safe
537334,safe
1171310,safe
1085491,safe
1031910,safe
505712,safe
527959,safe
773831,safe
836411,safe
594023,safe
19593,safe
58998,safe
79843,safe
705875,unhealthy for sensitive groups
717294,safe
935141,safe
566718,safe
930359,unhealthy for sensitive groups
951038,unhealthy
449856,safe
245296,safe
946117,safe
472582,safe
1039140,safe
676434,safe
965041,safe
1036560,safe
1039835,unhealthy for sensitive groups
587387,safe
490631,safe
22752,safe
217098,safe
350157,unhealthy
842862,safe
472005,safe
773263,safe
439491,safe
273247,safe
769789,safe
1092816,unhealthy for sensitive groups
106794,safe
1204512,safe
263996,safe
408943,safe
15732,safe
1014755,safe
14220,unhealthy for sensitive groups
392520,safe
1185842,unhealthy for sensitive groups
627726,safe
870594,safe
642809,safe
729440,safe
1119374,safe
1180243,safe
238513,unhealthy for sensitive groups
8595,safe
451645,safe
627967,safe
522308,safe
154005,safe
160946,safe
985032,safe
502777,unhealthy for sensitive groups
6516,safe
764766,safe
297039,safe
107740,safe
124313,unhealthy for sensitive groups
1102306,safe
570908,safe
919004,safe
169534,safe
168051,safe
151097,safe
406918,safe
450022,safe
470775,safe
363186,safe
429927,unhealthy for sensitive groups
130603,unhealthy for sensitive groups
304981,unhealthy
1177994,safe
969473,safe
847427,safe
172047,safe
270218,safe
680400,safe
914885,safe
495119,safe
673646,safe
756039,safe
283415,safe
269341,safe
1022561,safe
974632,safe
441788,safe
1060433,safe
1013652,safe
342327,safe
737895,safe
1063791,safe
667541,safe
623394,safe
246624,safe
18162,safe
686200,safe
934103,safe
983355,safe
156232,unhealthy for sensitive groups
319175,safe
1151973,safe
1043210,unhealthy for sensitive groups
2655,safe
1087883,safe
507883,safe
1189414,unhealthy for sensitive groups
248543,safe
196881,safe
1036237,safe
613796,safe
574553,safe
226555,safe
756606,safe
1146407,safe
785976,safe
1160973,safe
816963,safe
1083275,safe
874337,safe
966327,safe
1162577,safe
200368,safe
10350,unhealthy
403300,safe
67607,safe
879629,safe
122919,safe
952030,safe
540482,safe
845043,safe
1139566,safe
709438,safe
630299,safe
11259,safe
57961,safe
968501,safe
976438,safe
1038721,safe
1188166,safe
42726,safe
43168,safe
794778,safe
954870,safe
545271,safe
250855,safe
641628,unhealthy for sensitive groups
914626,safe
918426,safe
742461,safe
828948,safe
168661,safe
368236,safe
1166414,safe
628374,safe
413087,safe
179536,safe
420052,safe
1046284,safe
1165596,safe
84479,safe
271853,safe
182140,safe
531146,safe
442753,safe
756140,safe
914661,safe
231234,safe
587871,safe
429498,safe
141655,safe
637411,safe
769733,safe
956544,safe
1059243,safe
386722,unhealthy
447837,safe
854141,safe
640427,safe
342802,safe
178379,safe
1126431,safe
150492,safe
892802,safe
115395,safe
1194945,safe
610073,safe
1047050,safe
103941,safe
86774,safe
1030909,safe
151552,safe
523220,safe
51970,unhealthy for sensitive groups
524253,safe
1083074,safe
615100,safe
165592,safe
451595,unhealthy for sensitive groups
551831,safe
569552,safe
908701,safe
1117037,safe
1134661,unhealthy for sensitive groups
527616,safe
941217,safe
131392,safe
518971,safe
18414,safe
439048,safe
925605,safe
129225,safe
1003292,safe
907240,safe
613996,safe
1055104,safe
322591,safe
1194083,safe
983726,safe
912867,safe
961271,safe
661831,safe
734413,unhealthy for sensitive groups
950163,safe
46605,safe
1055674,safe
1003484,safe
417488,safe
1181282,safe
472943,safe
772916,safe
958718,safe
570964,safe
1125623,safe
403325,safe
906317,safe
643560,safe
121884,safe
1194418,safe
621814,safe
966461,safe
1045748,safe
162906,safe
125595,safe
657666,safe
9441,safe
92101,unhealthy for sensitive groups
89308,safe
1162447,safe
481010,safe
1206773,safe
222699,safe
1020275,unhealthy for sensitive groups
179118,safe
734572,safe
920701,unhealthy for sensitive groups
1066672,safe
157370,very unhealthy
847664,safe
788952,safe
915137,safe
1143452,safe
1135771,safe
303434,safe
22113,safe
486918,safe
813673,safe
1184196,safe
912379,safe
185693,safe
918430,safe
20385,safe
888296,safe
680634,safe
146962,safe
658760,unhealthy for sensitive groups
501556,unhealthy for sensitive groups
748031,safe
1057312,safe
255851,safe
80129,safe
1024032,safe
416385,safe
1109705,safe
981903,safe
781142,safe
523404,safe
224452,safe
958370,safe
299812,safe
59538,safe
357584,unhealthy for sensitive groups
1071444,safe
163295,safe
26811,unhealthy for sensitive groups
400059,safe
1055180,safe
871394,safe
779775,safe
631107,safe
877853,safe
824959,safe
960434,safe
291081,safe
101741,safe
647589,unhealthy for sensitive groups
905874,safe
197922,safe
1072290,safe
1177818,safe
99742,safe
763586,safe
460366,safe
770420,safe
1162782,safe
909899,unhealthy for sensitive groups
876314,safe
212561,safe
37798,safe
58951,safe
929814,safe
664365,safe
706874,safe
940459,safe
878033,safe
183185,safe
75458,safe
760512,safe
892917,safe
58927,safe
727173,safe
118209,safe
386059,safe
1117497,unhealthy for sensitive groups
44217,safe
576931,unhealthy for sensitive groups
122852,safe
1107632,safe
433153,safe
762495,safe
1164269,unhealthy for sensitive groups
476534,safe
141822,safe
1168395,safe
231738,unhealthy for sensitive groups
331807,safe
490523,safe
278190,safe
940354,safe
1132693,safe
1071448,safe
73638,safe
120263,safe
942947,safe
66357,safe
150287,safe
123811,safe
170969,safe
632821,safe
377525,unhealthy for sensitive groups
542534,safe
481379,safe
102607,safe
825984,safe
982833,safe
131938,safe
735826,safe
103715,safe
857098,safe
763104,safe
1127030,safe
984998,safe
340044,safe
328702,safe
383151,unhealthy for sensitive groups
1155542,safe
584800,safe
844450,safe
915644,safe
55829,safe
730110,safe
1042766,safe
938344,safe
1104416,safe
464862,safe
723061,safe
801299,safe
799690,safe
492893,safe
59195,unhealthy
229876,unhealthy for sensitive groups
843951,safe
754119,safe
126537,safe
1190281,safe
773546,safe
858553,safe
211503,unhealthy for sensitive groups
366424,very unhealthy
824200,safe
258126,safe
629182,safe
1205329,safe
736137,safe
771049,safe
1008479,safe
435524,safe
1082840,safe
492457,safe
35487,safe
279281,safe
135151,safe
612580,safe
501142,unhealthy for sensitive groups
120921,safe
1084318,safe
682495,safe
707928,safe
570181,safe
1163867,safe
633028,safe
71663,unhealthy
1196796,safe
1042540,safe
1129040,safe
889284,safe
324173,safe
200122,safe
540653,safe
501456,safe
580159,safe
487834,safe
114623,safe
479768,safe
423212,safe
599914,unhealthy for sensitive groups
1105467,safe
48885,safe
1034658,safe
324027,safe
500648,unhealthy for sensitive groups
358379,unhealthy
1195582,safe
911454,safe
38410,safe
479458,safe
95133,safe
13707,unhealthy for sensitive groups
920172,safe
1151575,safe
1203812,safe
194055,safe
346596,safe
512824,safe
337794,safe
140879,safe
758160,safe
610416,safe
723974,unhealthy for sensitive groups
60743,safe
40361,safe
438241,safe
167286,safe
1206354,safe
951867,safe
84984,safe
659993,safe
756635,safe
546963,safe
706332,safe
427148,safe
424188,safe
466615,safe
106350,safe
1055339,safe
354437,safe
25884,safe
1066002,safe
822114,safe
877666,safe
1177856,safe
752497,safe
1039667,safe
907037,safe
113025,safe
483695,safe
692639,safe
980664,safe
1105186,safe
962695,safe
6804,safe
964936,safe
38709,safe
780759,safe
910737,safe
582539,very unhealthy
991604,safe
717025,safe
2880,safe
609453,safe
728738,safe
453436,safe
1034788,safe
1102728,safe
407705,safe
387640,safe
597898,safe
882825,unhealthy for sensitive groups
657229,safe
963470,safe
625930,safe
539406,safe
791641,safe
909430,safe
1203326,safe
537919,safe
702145,safe
196053,safe
420662,safe
804471,safe
722306,safe
277633,safe
182504,safe
1159696,unhealthy for sensitive groups
966767,safe
784405,safe
768708,safe
790873,safe
264230,safe
1044792,safe
551614,safe
812784,safe
830054,safe
292119,safe
909681,safe
379378,safe
342615,safe
460638,safe
240097,unhealthy for sensitive groups
350260,unhealthy for sensitive groups
692023,safe
776310,safe
1030712,safe
886622,safe
252630,safe
313728,safe
668966,safe
631499,safe
334751,safe
965104,safe
990486,safe
145720,safe
1095312,safe
905991,safe
452268,safe
915343,safe
36549,safe
763986,safe
550430,safe
140617,safe
1006481,safe
960526,safe
457820,safe
882543,safe
971756,safe
551618,safe
364440,safe
1122838,safe
791474,safe
456865,unhealthy for sensitive groups
292449,safe
365379,safe
618472,safe
906957,safe
72609,unhealthy for sensitive groups
809408,safe
301637,safe
740786,unhealthy for sensitive groups
723730,safe
915727,safe
439658,safe
1019705,safe
1029029,unhealthy for sensitive groups
700366,safe
29475,safe
921225,safe
205415,safe
954367,safe
277649,safe
1431,safe
1102732,safe
923972,unhealthy for sensitive groups
972133,safe
5832,safe
762570,safe
904867,safe
21357,safe
996697,safe
730560,safe
682993,safe
815090,safe
724571,safe
931690,unhealthy for sensitive groups
517821,safe
352925,safe
142420,safe
284013,safe
24957,safe
332061,safe
492052,safe
461346,safe
254053,safe
376126,safe
71348,safe
907518,safe
363119,safe
1157493,safe
1178191,safe
613706,safe
555647,safe
784229,unhealthy for sensitive groups
232271,safe
257675,safe
949987,safe
751935,safe
1143058,safe
1138582,safe
849607,safe
90152,unhealthy
680825,safe
441270,safe
1062451,safe
1095102,safe
573965,safe
152773,safe
258117,safe
348477,safe
1035466,safe
167198,safe
969008,safe
650071,safe
1204138,safe
711472,safe
1082982,safe
455296,safe
715632,safe
846848,safe
749885,safe
937209,safe
616079,safe
38671,safe
908312,safe
646251,safe
1061245,safe
893460,safe
26307,safe
1081676,safe
619337,safe
947939,safe
10341,unhealthy for sensitive groups
685662,safe
43557,safe
114161,safe
1036128,safe
642396,unhealthy for sensitive groups
496293,safe
580176,safe
755048,safe
73593,safe
35964,safe
705316,safe
1046845,safe
428856,safe
604421,safe
1035261,safe
4590,safe
182512,safe
693295,safe
719762,safe
5391,safe
862764,safe
1007666,safe
276450,safe
793005,safe
380886,safe
280560,safe
174218,safe
136965,safe
937477,safe
1119797,safe
200700,safe
127386,safe
919406,safe
881592,unhealthy
90923,unhealthy for sensitive groups
464718,safe
37216,safe
540285,safe
1096480,safe
1206531,safe
564967,safe
601896,safe
1152040,safe
252277,safe
1192994,safe
901391,safe
286987,unhealthy for sensitive groups
336732,safe
336540,safe
1119014,safe
909195,safe
479584,safe
40897,safe
932159,safe
1056336,safe
495052,safe
37589,safe
436406,safe
171629,safe
494474,safe
906909,safe
501058,safe
988663,safe
919745,safe
1147848,safe
736191,safe
50097,safe
595332,safe
408369,safe
298857,safe
67988,safe
155304,unhealthy for sensitive groups
911271,safe
751543,safe
1206716,safe
1101334,unhealthy for sensitive groups
740392,unhealthy for sensitive groups
1076894,safe
336659,safe
819012,safe
816252,safe
910869,safe
619597,safe
523186,safe
1022771,safe
835841,safe
850289,safe
544123,safe
212628,safe
674666,safe
993719,safe
1087716,safe
715123,safe
6372,safe
1123152,safe
689997,safe
367891,safe
565150,safe
1058678,safe
1165831,safe
44782,safe
915258,unhealthy
1141446,safe
117386,safe
827679,safe
245857,safe
1023106,unhealthy for sensitive groups
60116,safe
689233,safe
16515,safe
994226,unhealthy for sensitive groups
647989,unhealthy for sensitive groups
899905,safe
653008,safe
562014,safe
137602,safe
912082,unhealthy for sensitive groups
423506,safe
417573,safe
336122,safe
762704,safe
944015,safe
677793,safe
710418,safe
441897,safe
199795,safe
426454,safe
284940,safe
355044,safe
526885,safe
139665,unhealthy for sensitive groups
369748,safe
299931,safe
439320,safe
1006606,safe
905997,safe
293265,unhealthy for sensitive groups
754739,safe
1001583,safe
795744,safe
22635,safe
835546,safe
666744,safe
489384,safe
436773,safe
1129442,safe
311465,safe
232803,safe
27423,safe
36324,safe
54993,safe
473255,safe
953262,safe
287978,safe
703187,safe
1061773,safe
218356,safe
319188,safe
986334,safe
595203,safe
713897,safe
1203445,safe
678861,safe
342184,safe
984554,safe
791704,safe
717596,unhealthy for sensitive groups
967370,safe
297410,safe
600612,safe
296763,safe
209622,safe
867797,safe
524828,safe
374369,safe
905439,safe
968908,safe
293454,unhealthy for sensitive groups
1128044,safe
881629,safe
609276,safe
279686,safe
29061,safe
612968,safe
764170,safe
950703,safe
1018872,safe
735691,safe
906818,safe
878233,safe
691940,safe
773096,safe
1120467,safe
509965,safe
615887,safe
911653,safe
1143862,safe
847698,safe
1160910,safe
1068783,safe
1179942,safe
19458,safe
1023232,safe
64209,safe
880638,safe
1138200,safe
259378,safe
1196528,safe
855436,unhealthy for sensitive groups
843033,safe
1203352,safe
409546,safe
457768,safe
15543,safe
41544,safe
303062,safe
713580,safe
931556,safe
797104,safe
605602,safe
248209,safe
455443,safe
977338,unhealthy for sensitive groups
1118348,safe
1077970,safe
773897,safe
1169875,safe
1129241,safe
1189908,safe
626967,safe
1072809,safe
277821,safe
1206294,safe
985224,safe
49972,safe
24624,safe
506073,safe
635620,safe
1087615,safe
1065801,safe
778771,safe
717617,unhealthy for sensitive groups
1151512,safe
420470,safe
759724,safe
562051,safe
504663,safe
508215,safe
748371,safe
718952,unhealthy for sensitive groups
274674,unhealthy for sensitive groups
928667,safe
1202879,safe
622573,safe
450080,safe
1204972,safe
1159193,safe
212226,unhealthy
30573,safe
970684,safe
542885,safe
1076701,safe
849998,safe
823183,safe
1058749,safe
956943,safe
582254,unhealthy for sensitive groups
549329,safe
1179741,safe
906413,safe
1032086,safe
757427,safe
581034,safe
930895,safe
741987,safe
99655,safe
877732,safe
914845,safe
379534,safe
148657,safe
1060366,safe
269198,safe
914006,safe
215302,safe
262182,safe
6849,unhealthy for sensitive groups
847407,safe
201200,safe
1198262,safe
815273,safe
156268,unhealthy for sensitive groups
1193831,safe
406366,safe
914458,safe
609297,safe
659817,safe
906770,safe
759185,safe
541607,safe
1079231,safe
216,safe
25191,safe
455501,safe
873795,safe
1044591,safe
522175,safe
225863,safe
1006974,safe
325804,safe
1097029,safe
702745,safe
591164,safe
397943,safe
1141822,safe
896861,safe
489233,safe
876673,safe
359022,very unhealthy
736619,safe
960425,safe
79007,safe
601478,safe
1156203,safe
716698,safe
873945,safe
126559,safe
220489,safe
1063046,safe
116637,safe
1001214,safe
165032,safe
597277,unhealthy for sensitive groups
698390,safe
1094407,safe
426450,safe
904700,safe
360786,safe
178012,safe
662769,safe
326013,safe
389685,safe
909679,unhealthy
182439,safe
14625,safe
507741,safe
692015,safe
336565,safe
140548,safe
627025,safe
1146755,safe
310477,safe
1179976,safe
242217,safe
1200477,safe
439027,safe
765487,safe
1194778,safe
1058674,safe
948743,safe
475121,safe
839620,safe
899570,safe
705366,safe
633819,safe
323239,safe
403525,safe
284920,safe
283771,safe
543037,safe
1070313,safe
201954,unhealthy for sensitive groups
506077,safe
932134,safe
881025,safe
666507,safe
746329,safe
375667,safe
1187596,unhealthy for sensitive groups
213163,safe
83085,safe
416573,safe
372692,safe
671882,safe
1069470,safe
438032,safe
1046250,safe
184193,safe
1205190,safe
359285,unhealthy for sensitive groups
491463,safe
835122,safe
1117397,unhealthy for sensitive groups
302787,safe
1171980,safe
168289,safe
928332,safe
188127,safe
1154968,safe
912769,safe
24057,safe
540080,safe
909021,safe
372300,safe
157629,unhealthy
480592,safe
42066,safe
981066,safe
454285,safe
261923,safe
209076,safe
984860,safe
515845,safe
751143,safe
756197,safe
391121,safe
428096,safe
211189,safe
385141,safe
126964,safe
884164,safe
360015,safe
894693,safe
798403,safe
56707,safe
937134,safe
531942,safe
914266,safe
1147211,unhealthy for sensitive groups
553880,safe
663435,safe
554725,safe
877748,safe
696697,safe
255183,safe
103916,safe
1204622,safe
1186713,safe
479157,safe
1023688,safe
104284,safe
1206199,safe
930627,safe
1008642,safe
1121238,safe
963269,safe
710332,safe
29979,safe
574828,safe
205206,safe
307574,unhealthy for sensitive groups
1081375,safe
612303,safe
1109144,safe
757369,safe
1042360,unhealthy for sensitive groups
618114,safe
495670,safe
328075,safe
187655,safe
340520,safe
862196,safe
936749,safe
517147,safe
910396,safe
1183459,safe
706291,safe
1033659,safe
659176,safe
542719,safe
973071,unhealthy
1038972,safe
869789,safe
468297,safe
498157,safe
598506,safe
784205,unhealthy for sensitive groups
1192621,safe
427068,safe
567127,safe
1203700,safe
84427,safe
1202123,safe
177724,safe
189917,safe
309465,unhealthy for sensitive groups
758732,safe
854121,safe
493887,safe
39622,safe
166802,safe
807057,unhealthy for sensitive groups
661964,safe
834208,safe
1066396,safe
1189204,safe
922891,unhealthy for sensitive groups
283293,safe
686167,safe
634611,unhealthy for sensitive groups
461797,safe
628574,safe
24309,safe
1043880,safe
767475,safe
1063146,safe
910241,safe
836391,safe
827202,safe
624252,safe
1078037,safe
60575,safe
1006376,safe
566142,safe
913539,safe
621276,safe
16650,safe
603140,safe
986100,safe
15489,safe
698769,safe
718883,safe
992982,safe
712537,unhealthy for sensitive groups
468511,safe
1076189,safe
57455,unhealthy for sensitive groups
994858,safe
536911,safe
743096,safe
616904,safe
252076,safe
453682,unhealthy for sensitive groups
846174,safe
1008106,safe
119459,safe
446993,safe
668875,safe
560211,safe
231989,safe
1204656,safe
269189,safe
744940,safe
908234,safe
1041422,safe
1172717,safe
481330,safe
322611,safe
1205638,unhealthy for sensitive groups
586407,safe
340119,safe
679200,safe
386353,unhealthy for sensitive groups
619997,safe
889079,safe
303936,unhealthy for sensitive groups
1152853,safe
1128714,safe
1179058,safe
718201,safe
741006,safe
893084,safe
133820,safe
905970,safe
923570,safe
105359,safe
1076579,safe
280931,unhealthy
3564,safe
848394,unhealthy for sensitive groups
734977,unhealthy for sensitive groups
400201,safe
1038252,safe
967236,safe
396110,safe
948509,safe
950050,safe
885087,safe
1065299,safe
354450,safe
500485,safe
784209,unhealthy
809424,safe
1069084,safe
934534,safe
427887,safe
155384,unhealthy for sensitive groups
567241,safe
632601,safe
762508,safe
1189904,safe
89255,safe
396634,safe
1201692,safe
318223,safe
220073,safe
258516,safe
418384,safe
245417,safe
309289,unhealthy
393018,safe
947340,safe
999979,safe
13014,safe
356531,unhealthy for sensitive groups
782342,safe
810531,safe
928876,safe
13248,safe
855541,safe
633852,safe
86712,safe
1094231,safe
263092,safe
784951,unhealthy for sensitive groups
1083816,safe
902922,safe
183850,safe
54579,safe
115226,safe
457410,safe
435729,safe
486935,safe
498622,safe
277880,safe
1053467,safe
1035089,safe
484122,safe
383987,unhealthy for sensitive groups
495544,safe
754481,safe
963910,safe
1140014,safe
307979,unhealthy for sensitive groups
465598,safe
65644,safe
874154,safe
1201683,safe
812497,safe
1178019,safe
384908,unhealthy for sensitive groups
849807,safe
262972,safe
200282,safe
503473,safe
1140638,safe
36978,safe
301131,safe
1047532,safe
589997,safe
299731,safe
919372,safe
31257,unhealthy for sensitive groups
489418,safe
503977,unhealthy for sensitive groups
1030009,safe
75379,safe
780213,safe
451812,safe
961523,safe
673046,safe
79780,safe
324031,safe
371135,safe
1203459,safe
287772,safe
192340,safe
470134,safe
946883,safe
802867,safe
459537,unhealthy for sensitive groups
312867,safe
96309,safe
