Report: TAMIS002 - Raw Data Report (JMP) for 01/01/2008 - 09/01/2020
User: dr.anne.warren@gmail.com, Run Date: 09/11/2020 12:20:47

"?" represents a missing value.
"SOC" stands for Sampler Occurrence Code.  It distinguishes between different samplers of the same type at a site at the same time. This is a user defined code that once assigned should not be changed.
"AQS Code" is a unique code for the site.  It is a combination of the state FIPS code, county FIPS code and the site EPA code.

For more information about terminology and column definitions visit https://www17.tceq.texas.gov/tamis/index.cfm?fuseaction=report.terms&rt=1802
For questions about AMCVs visit http://www.tceq.texas.gov/toxicology/AirToxics.html/#list

State	Region	County	City	AQS Code	Site Name	Latitude	Longitude	Year	Month	Day	Date	Start Hour	Start Minute	Start Time	Duration	Sampler Type	SOC	Aluminum Pm10 Stp (ug/m3 (25 C)) <82101>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Antimony Pm10 Stp (ug/m3 (25 C)) <82102>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Arsenic Pm10 Stp (ug/m3 (25 C)) <82103>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Barium Pm10 Stp (ug/m3 (25 C)) <82107>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Beryllium Pm10 Stp (ug/m3 (25 C)) <82105>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Cadmium Pm10 Stp (ug/m3 (25 C)) <82110>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Calcium Pm10 Stp (ug/m3 (25 C)) <82111>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Chromium Pm10 Stp (ug/m3 (25 C)) <82112>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Cobalt Pm10 Stp (ug/m3 (25 C)) <82113>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Copper Pm10 Stp (ug/m3 (25 C)) <82114>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Iron Pm10 Stp (ug/m3 (25 C)) <82126>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Lead Pm10 Stp (ug/m3 (25 C)) <82128>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Magnesium Pm10 Stp (ug/m3 (25 C)) <82140>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Manganese Pm10 Stp (ug/m3 (25 C)) <82132>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Molybdenum Pm10 Stp (ug/m3 (25 C)) <82134>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Nickel Pm10 Stp (ug/m3 (25 C)) <82136>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Pm10 - Lc (ug/m3 (LC)) <85101>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Pm10 Total 0-10um Stp (ug/m3 (25 C)) <81102>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Potassium Pm10 Stp (ug/m3 (25 C)) <82180>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Selenium Pm10 Stp (ug/m3 (25 C)) <82154>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Silver Pm10 Stp (ug/m3 (25 C)) <82166>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Sodium Pm10 Stp (ug/m3 (25 C)) <82184>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Thallium Pm10 Stp (ug/m3 (25 C)) <82173>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Tin Pm10 Stp (ug/m3 (25 C)) <82160>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Vanadium Pm10 Stp (ug/m3 (25 C)) <82164>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Zinc Pm10 Stp (ug/m3 (25 C)) <82167>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2015	02	17	20150217	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					19			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2015	02	17	20150217	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					14			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	02	20	20150220	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					63			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	02	20	20150220	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.568			.014	EPA-CB	.00176			.017	EPA-SQ, EPA-CB	.00043			.022	EPA-MD, EPA-CB	.0427			.02	EPA-SQ, EPA-CB	.00004			.0006	EPA-MD, EPA-CB	.00001			.001	EPA-MD, EPA-CB	10.4			.276	EPA-CB	.00487			.002	EPA-SQ, EPA-CB	.0004			.004	EPA-MD, EPA-CB	.0424			.001	EPA-CB	1.22			.01	EPA-CB	.00756			.01	EPA-CB	.716			.028	EPA-CB	.0369			.001	EPA-CB	.00097			.002	EPA-SQ, EPA-CB	.00329			.004	EPA-CB	?					?					.249			.205	EPA-CB	.00536			.017	EPA-CB	0			.01	EPA-ND, EPA-CB	3.69			1.769	EPA-CB	0			.028	EPA-ND, EPA-CB	.00068			.011	EPA-MD, EPA-CB	.00205			.001	EPA-CB	.0404			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	02	23	20150223	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					6			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	02	23	20150223	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					6			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	02	23	20150223	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.104			.014	EPA-CB	.00129			.017	EPA-MD, EPA-CB	.00019			.022	EPA-MD, EPA-CB	.0115			.02	EPA-MD, EPA-CB	.00002			.0006	EPA-MD, EPA-CB	.00002			.001	EPA-MD, EPA-CB	1.26			.276	EPA-CB	.00328			.002	EPA-SQ, EPA-CB	0			.004	EPA-ND, EPA-CB	.0235			.001	EPA-CB	.204			.01	EPA-SQ, EPA-CB	.00329			.01	EPA-CB	.0582			.028	EPA-CB	.0063			.001	EPA-CB	.00025			.002	EPA-MD, EPA-CB	.00142			.004	EPA-MD, EPA-CB	?					?					.0694			.205	EPA-SQ, EPA-CB	.00183			.017	EPA-MD, EPA-CB	0			.01	EPA-ND, EPA-CB	.08			1.769	EPA-MD, EPA-CB	.00006			.028	EPA-MD, EPA-CB	.0149			.011	EPA-CB	.00026			.001	EPA-MD, EPA-CB	.0478			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2015	02	23	20150223	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					4			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2015	02	23	20150223	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					7			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2015	02	23	20150223	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					6			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2015	02	23	20150223	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					5			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	02	26	20150226	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					16			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	02	26	20150226	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.0321			.014	EPA-SQ, EPA-CB	.0017			.017	EPA-SQ, EPA-CB	.00075			.022	EPA-MD, EPA-CB	.0028			.02	EPA-MD, EPA-CB	.00001			.0006	EPA-MD, EPA-CB	0			.001	EPA-ND, EPA-CB	.415			.276	EPA-SQ, EPA-CB	.00182			.002	EPA-MD, EPA-CB	.00019			.004	EPA-MD, EPA-CB	.0367			.001	EPA-CB	.0584			.01	EPA-MD, EPA-CB	.00243			.01	EPA-CB	.0371			.028	EPA-SQ, EPA-CB	.0015			.001	EPA-SQ, EPA-CB	.00006			.002	EPA-MD, EPA-CB	.00121			.004	EPA-MD, EPA-CB	?					?					.0399			.205	EPA-SQ, EPA-CB	.00039			.017	EPA-MD, EPA-CB	0			.01	EPA-ND, EPA-CB	.195			1.769	EPA-MD, EPA-CB	.00074			.028	EPA-MD, EPA-CB	.0334			.011	EPA-CB	.00012			.001	EPA-MD, EPA-CB	.0207			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	01	20150301	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					16			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	01	20150301	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					16			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	01	20150301	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.0472			.014	EPA-SQ, EPA-CB	.00281			.017	EPA-SQ, EPA-CB	.00095			.022	EPA-MD, EPA-CB	.0146			.02	EPA-MD, EPA-CB	.00001			.0006	EPA-MD, EPA-CB	.00017			.001	EPA-MD, EPA-CB	.521			.276	EPA-SQ, EPA-CB	.00218			.002	EPA-SQ, EPA-CB	.00005			.004	EPA-MD, EPA-CB	.0245			.001	EPA-CB	.118			.01	EPA-SQ, EPA-CB	.00262			.01	EPA-CB	.135			.028	EPA-CB	.00257			.001	EPA-CB	.00087			.002	EPA-MD, EPA-CB	.0014			.004	EPA-MD, EPA-CB	?					?					.146			.205	EPA-CB	.00256			.017	EPA-MD, EPA-CB	0			.01	EPA-ND, EPA-CB	.849			1.769	EPA-SQ, EPA-CB	0			.028	EPA-ND, EPA-CB	.0115			.011	EPA-CB	.00053			.001	EPA-MD, EPA-CB	.0194			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2015	03	01	20150301	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					14			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2015	03	01	20150301	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					19			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2015	03	01	20150301	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					17			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2015	03	01	20150301	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					11			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	04	20150304	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					81			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	04	20150304	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.687			.014	EPA-CB	.00175			.017	EPA-SQ, EPA-CB	0			.022	EPA-ND, EPA-CB	.0507			.02	EPA-SQ, EPA-CB	.00005			.0006	EPA-MD, EPA-CB	.00005			.001	EPA-MD, EPA-CB	12.2			.276	EPA-CB	.00768			.002	EPA-CB	.00048			.004	EPA-MD, EPA-CB	.023			.001	EPA-CB	1.24			.01	EPA-CB	.00863			.01	EPA-CB	.591			.028	EPA-CB	.0395			.001	EPA-CB	.00112			.002	EPA-SQ, EPA-CB	.00441			.004	EPA-CB	?					?					.237			.205	EPA-CB	.0059			.017	EPA-CB	0			.01	EPA-ND, EPA-CB	2.49			1.769	EPA-CB	.00219			.028	EPA-MD, EPA-CB	.00233			.011	EPA-MD, EPA-CB	.00317			.001	EPA-CB	.0498			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	07	20150307	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					26			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	07	20150307	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					28			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	07	20150307	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.241			.014	EPA-CB	.00244			.017	EPA-SQ, EPA-CB	.00155			.022	EPA-MD, EPA-CB	.0555			.02	EPA-CB	.00002			.0006	EPA-MD, EPA-CB	.00012			.001	EPA-MD, EPA-CB	2.97			.276	EPA-CB	.00382			.002	EPA-SQ, EPA-CB	.00025			.004	EPA-MD, EPA-CB	.0221			.001	EPA-CB	.539			.01	EPA-CB	.00515			.01	EPA-CB	.122			.028	EPA-CB	.016			.001	EPA-CB	.00272			.002	EPA-CB	.00233			.004	EPA-CB	?					?					.095			.205	EPA-SQ, EPA-CB	.00401			.017	EPA-MD, EPA-CB	0			.01	EPA-ND, EPA-CB	.141			1.769	EPA-MD, EPA-CB	.00036			.028	EPA-MD, EPA-CB	.00118			.011	EPA-MD, EPA-CB	.00125			.001	EPA-CB	.037			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2015	03	07	20150307	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					16			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2015	03	07	20150307	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					16			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2015	03	07	20150307	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					22			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2015	03	07	20150307	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					12			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	10	20150310	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					12			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	10	20150310	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.0499			.014	EPA-SQ, EPA-CB	.00302			.017	EPA-SQ, EPA-CB	.00069			.022	EPA-MD, EPA-CB	.00918			.02	EPA-MD, EPA-CB	.00001			.0006	EPA-MD, EPA-CB	.00004			.001	EPA-MD, EPA-CB	.93			.276	EPA-CB	.0025			.002	EPA-SQ, EPA-CB	.00026			.004	EPA-MD, EPA-CB	.0532			.001	EPA-CB	.218			.01	EPA-CB	.00247			.01	EPA-CB	.0442			.028	EPA-SQ, EPA-CB	.00585			.001	EPA-CB	.00072			.002	EPA-MD, EPA-CB	.00185			.004	EPA-MD, EPA-CB	?					?					.0444			.205	EPA-SQ, EPA-CB	.00289			.017	EPA-MD, EPA-CB	0			.01	EPA-ND, EPA-CB	.0417			1.769	EPA-MD, EPA-CB	.0009			.028	EPA-MD, EPA-CB	.00576			.011	EPA-CB	.00014			.001	EPA-MD, EPA-CB	.0279			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	13	20150313	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					33			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	13	20150313	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					34			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	13	20150313	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.285			.014	EPA-CB	.00346			.017	EPA-SQ, EPA-CB	.00274			.022	EPA-MD, EPA-CB	.0419			.02	EPA-SQ, EPA-CB	.00003			.0006	EPA-MD, EPA-CB	.00006			.001	EPA-MD, EPA-CB	5.58			.276	EPA-CB	.0048			.002	EPA-SQ, EPA-CB	.00051			.004	EPA-MD, EPA-CB	.0627			.001	EPA-CB	.943			.01	EPA-CB	.00893			.01	EPA-CB	.157			.028	EPA-CB	.0218			.001	EPA-CB	.00205			.002	EPA-SQ, EPA-CB	.00361			.004	EPA-CB	?					?					.106			.205	EPA-SQ, EPA-CB	.00482			.017	EPA-SQ, EPA-CB	0			.01	EPA-ND, EPA-CB	.0911			1.769	EPA-MD, EPA-CB	.00033			.028	EPA-MD, EPA-CB	.00279			.011	EPA-CB	.0012			.001	EPA-CB	.197			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2015	03	13	20150313	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					10			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2015	03	13	20150313	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					22			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2015	03	13	20150313	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					20			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	16	20150316	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					58			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	16	20150316	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.519			.014	EPA-CB	.00474			.017	EPA-SQ, EPA-CB	.00224			.022	EPA-MD, EPA-CB	.0822			.02	EPA-CB	.00005			.0006	EPA-MD, EPA-CB	.00035			.001	EPA-SQ, EPA-CB	9.65			.276	EPA-CB	.00556			.002	EPA-CB	.00042			.004	EPA-MD, EPA-CB	.0588			.001	EPA-CB	1.06			.01	EPA-CB	.00879			.01	EPA-CB	.266			.028	EPA-CB	.036			.001	EPA-CB	.00294			.002	EPA-CB	.00358			.004	EPA-CB	?					?					.151			.205	EPA-CB	.00294			.017	EPA-MD, EPA-CB	0			.01	EPA-ND, EPA-CB	.164			1.769	EPA-MD, EPA-CB	0			.028	EPA-ND, EPA-CB	.00917			.011	EPA-CB	.00277			.001	EPA-CB	.0814			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2015	03	17	20150317	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					33			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	19	20150319	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					101			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	19	20150319	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					93			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	19	20150319	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	1.05			.014	EPA-CB	.00105			.017	EPA-MD, EPA-CB	.00218			.022	EPA-MD, EPA-CB	.0802			.02	EPA-CB	.00009			.0006	EPA-MD, EPA-CB	.00011			.001	EPA-MD, EPA-CB	21.5			.276	EPA-CB	.00735			.002	EPA-CB	.00049			.004	EPA-MD, EPA-CB	.0606			.001	EPA-CB	1.8			.01	EPA-CB	.015			.01	EPA-CB	.576			.028	EPA-CB	.0757			.001	EPA-CB	.00191			.002	EPA-SQ, EPA-CB	.00452			.004	EPA-CB	?					?					.287			.205	EPA-CB	0			.017	EPA-ND, EPA-CB	0			.01	EPA-ND, EPA-CB	.749			1.769	EPA-SQ, EPA-CB	.00024			.028	EPA-MD, EPA-CB	.00246			.011	EPA-SQ, EPA-CB	.00464			.001	EPA-CB	.0621			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2015	03	19	20150319	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					53			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2015	03	19	20150319	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					16			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2015	03	19	20150319	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					23			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2015	03	19	20150319	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					18			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	22	20150322	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					14			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	22	20150322	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.0606			.014	EPA-CB	0			.017	EPA-ND, EPA-CB	0			.022	EPA-ND, EPA-CB	.0101			.02	EPA-MD, EPA-CB	.00001			.0006	EPA-MD, EPA-CB	.00003			.001	EPA-MD, EPA-CB	1.32			.276	EPA-CB	.00233			.002	EPA-SQ, EPA-CB	.00024			.004	EPA-MD, EPA-CB	.0309			.001	EPA-CB	.204			.01	EPA-SQ, EPA-CB	.00155			.01	EPA-SQ, EPA-CB	.0557			.028	EPA-CB	.00488			.001	EPA-CB	.00028			.002	EPA-MD, EPA-CB	.00136			.004	EPA-MD, EPA-CB	?					?					.0689			.205	EPA-SQ, EPA-CB	.00331			.017	EPA-MD, EPA-CB	0			.01	EPA-ND, EPA-CB	.058			1.769	EPA-MD, EPA-CB	.00088			.028	EPA-MD, EPA-CB	.00264			.011	EPA-SQ, EPA-CB	.00012			.001	EPA-MD, EPA-CB	.0161			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	25	20150325	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					96			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	25	20150325	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					89			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2015	03	25	20150325	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	1.03			.014	EPA-CB	.00183			.017	EPA-SQ, EPA-CB	.00228			.022	EPA-MD, EPA-CB	.0708			.02	EPA-CB	.00009			.0006	EPA-MD, EPA-CB	.00003			.001	EPA-MD, EPA-CB	20.2			.276	EPA-CB	.00753			.002	EPA-CB	.00054			.004	EPA-MD, EPA-CB	.0566			.001	EPA-CB	1.89			.01	EPA-CB	.0103			.01	EPA-CB	.528			.028	EPA-CB	.0779			.001	EPA-CB	.00129			.002	EPA-SQ, EPA-CB	.00336			.004	EPA-CB	?					?					.209			.205	EPA-CB	.00318			.017	EPA-MD, EPA-CB	0			.01	EPA-ND, EPA-CB	.364			1.769	EPA-SQ, EPA-CB	.00047			.028	EPA-MD, EPA-CB	.00141			.011	EPA-MD, EPA-CB	.00342			.001	EPA-CB	.0593			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2015	03	25	20150325	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					9			4		?					?					?					?					?					?					?					?				
