"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-07","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","78",",,W","58",",,W","  200",",,W","  210",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-08","8.95",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","68","H,,S","76",",,W","60",",,W","   40",",,W","   30",",,W","23.9",",,W","29.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-09","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","76",",,W","62",",,W","  150",",,W","  150",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-10","15.21",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","77",",,W","67",",,W","  160",",,W","  150",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-11","12.30",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","77",",,W","70",",,W","  160",",,W","  160",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-12","8.28",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","73","H,,S","80",",,W","71",",,W","   70",",,W","   60",",,W","21.0",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-13","8.28",",,W",,,"2.60",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","74",",,W","65",",,W","  350",",,W","  350",",,W","33.1",",,W","42.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-14","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","78",",,W","65",",,W","   30",",,W","   30",",,W","18.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-15","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","75",",,W","64",",,W","   20",",,W","   10",",,W","16.1",",,W","19.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-16","19.24",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","76",",,W","70",",,W","  100",",,W","  110",",,W","28.0",",,W","35.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-17","21.70",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","73","H,,S","76",",,W","71",",,W","  110",",,W","  110",",,W","29.1",",,W","36.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-18","12.75",",,W",,,"1.39",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","73",",,W","66",",,W","  130",",,W","  130",",,W","23.9",",,W","32.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-19","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","77",",,W","70",",,W","  130",",,W","  130",",,W","17.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-20","10.29",",,W",,,"0.36",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","78",",,W","68",",,W","  180",",,W","  180",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-21","7.16",",,W",,,"0.55",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","77",",,W","65",",,W","  340",",,W","  350",",,W","23.9",",,W","28.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-22","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","81",",,W","66",",,W","   10",",,W","   10",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-23","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","79",",,W","66",",,W","  170",",,W","  170",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-24","14.09",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","72","H,,S","76",",,W","68",",,W","  140",",,W","  150",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-25","15.66",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","80",",,W","72",",,W","  140",",,W","  140",",,W","23.0",",,W","27.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-26","15.88",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","80",",,W","74",",,W","  150",",,W","  160",",,W","25.1",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-27","12.97",",,W",,,"0.83",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","77",",,W","65",",,W","  320",",,W","  340",",,W","30.0",",,W","38.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-28","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","81",",,W","72",",,W","  140",",,W","  140",",,W","19.9",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-29","17.45",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","77","H,,S","80",",,W","75",",,W","  160",",,W","  160",",,W","25.1",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-04-30","10.96",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","77","H,,S","81",",,W","73",",,W","  170",",,W","  170",",,W","23.9",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-01","11.41",",,W",,,"0.92",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","81",",,W","72",",,W","   90",",,W","   80",",,W","23.9",",,W","31.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-02","15.66",",,W",,,"0.68",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","74",",,W","65",",,W","  340",",,W","  340",",,W","31.1",",,W","36.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-03","14.99",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","75",",,W","63",",,W","  350",",,W","  350",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-04","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","78",",,W","65",",,W","   20",",,W","  350",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-05","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","83",",,W","65",",,W","  280",",,W","  280",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-06","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","79",",,W","65",",,W","  170",",,W","  150",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-07","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","79",",,W","66",",,W","  180",",,W","  170",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-08","16.55",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","77",",,W","72",",,W","  150",",,W","  180",",,W","23.0",",,W","27.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-09","17.22",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","76","H,,S","80",",,W","73",",,W","  160",",,W","  160",",,W","38.0",",,W","47.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-10","15.66",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","77","H,,S","82",",,W","75",",,W","  170",",,W","  160",",,W","23.0",",,W","28.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-11","10.29",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","77","H,,S","82",",,W","75",",,W","  150",",,W","  160",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-12","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","83",",,W","75",",,W","  140",",,W","  140",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-13","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","83",",,W","76",",,W","   40",",,W","   70",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-14","7.38",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","79","H,,S","83",",,W","73",",,W","   10",",,W","  360",",,W","21.0",",,W","27.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-15","10.07",",,W",,,"0.10",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","79",",,W","73",",,W","  120",",,W","  120",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-16","13.42",",,W",,,"0.63",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","76",",,W","69",",,W","  120",",,W","  120",",,W","29.1",",,W","34.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-17","6.26",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","84",",,W","71",",,W","  360",",,W","  360",",,W","18.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-18","9.40",",,W",,,"0.10",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","82",",,W","73",",,W","   40",",,W","   30",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-19","14.32",",,W",,,"3.30",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","78",",,W","67",",,W","  330",",,W","  330",",,W","40.9",",,W","48.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-20","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","82",",,W","69",",,W","  350",",,W","  350",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-21","9.40",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","77","H,,S","83",",,W","73",",,W","   80",",,W","  100",",,W","18.1",",,W","21.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-22","11.41",",,W",,,"0.21",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","80",",,W","72",",,W","   40",",,W","   50",",,W","23.0",",,W","27.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-23","12.08",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","77","H,,S","82",",,W","74",",,W","  120",",,W","  120",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-24","13.87",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","84",",,W","77",",,W","  130",",,W","  120",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-25","13.65",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","85",",,W","78",",,W","  160",",,W","  150",",,W","21.0",",,W","27.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-26","15.88",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","81","H,,S","84",",,W","79",",,W","  150",",,W","  150",",,W","28.0",",,W","33.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-27","19.01",",,W",,,"1.69",",,W,2400","0.0",",,W","0.0",",,W","80","H,,S","84",",,W","66",",,W","  320",",,W","  320",",,W","36.0",",,W","47.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-28","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","77","H,,S","84",",,W","73",",,W","  170",",,W","  110",",,W","17.0",",,W","23.0",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-29","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","80","H,,S","84",",,W","76",",,W","  120",",,W","  120",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-30","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","83",",,W","75",",,W","  150",",,W","  150",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-05-31","10.29",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","80","H,,S","84",",,W","75",",,W","  160",",,W","  150",",,W","18.1",",,W","25.1",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-01","12.75",",,W",,,"0.38",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","84",",,W","75",",,W","  210",",,W","  210",",,W","25.9",",,W","38.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-02","12.30",",,W",,,"1.40",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","81",",,W","73",",,W","  180",",,W","  190",",,W","33.1",",,W","49.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-03","11.18",",,W",,,"1.32",",,W,2400","0.0",",,W","0.0",",,W","77","H,,S","81",",,W","70",",,W","  180",",,W","  230",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-04","6.04",",,W",,,"3.23",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","78",",,W","70",",,W","  130",",,W","  140",",,W","21.0",",,W","28.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-05","8.50",",,W",,,"0.06",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","82",",,W","71",",,W","   30",",,W","   30",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-06","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","85",",,W","74",",,W","  360",",,W","  350",",,W","13.0",",,W","16.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-07","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","86",",,W","76",",,W","   80",",,W","   10",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-08","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","82","H,,S","88",",,W","77",",,W","  140",",,W","  220",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-09","10.07",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","82","H,,S","87",",,W","78",",,W","  100",",,W","   60",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-10","9.84",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","82","H,,S","86",",,W","79",",,W","  150",",,W","  160",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-11","12.97",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","87",",,W","81",",,W","  160",",,W","  160",",,W","21.0",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-12","12.08",",,W",,,"0.06",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","87",",,W","77",",,W","  160",",,W","  170",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-13","14.32",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","89",",,W","82",",,W","  180",",,W","  180",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-14","13.65",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","89",",,W","82",",,W","  180",",,W","  180",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-15","12.97",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","85","H,,S","89",",,W","82",",,W","  190",",,W","  190",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-16","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","85","H,,S","88",",,W","81",",,W","  210",",,W","  200",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-17","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","89",",,W","81",",,W","  180",",,W","  110",",,W","14.1",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-18","10.29",",,W",,,"0.38",",,W,2400","0.0",",,W","0.0",",,W","85","H,,S","89",",,W","70",",,W","   20",",,W","   20",",,W","38.9",",,W","52.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-19","7.61",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","87",",,W","77",",,W","  180",",,W","  170",",,W","15.0",",,W","19.0",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-20","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","85","H,,S","90",",,W","80",",,W","   80",",,W","  100",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-21","6.04",",,W",,,"0.58",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","88",",,W","78",",,W","  350",",,W","   30",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-22","11.86",",,W",,,"0.11",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","88",",,W","78",",,W","  170",",,W","  150",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-23","10.29",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","84","H,,S","89",",,W","81",",,W","  180",",,W","  170",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-24","10.29",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","84","H,,S","89",",,W","79",",,W","  160",",,W","  160",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-25","11.41",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","85","H,,S","89",",,W","81",",,W","  160",",,W","  160",",,W","16.1",",,W","19.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-26","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","85","H,,S","89",",,W","82",",,W","  150",",,W","  150",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-27","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","85","H,,S","90",",,W","81",",,W","  190",",,W","  120",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-28","7.83",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","84","H,,S","92",",,W","79",",,W","  320",",,W","  280",",,W","21.0",",,W","27.1",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-29","6.04",",,W",,,"0.17",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","89",",,W","77",",,W","  360",",,W","  120",",,W","15.0",",,W","19.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-06-30","6.71",",,W",,,"0.21",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","89",",,W","78",",,W","   30",",,W","   40",",,W","19.9",",,W","25.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2016-07-01","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","85","H,,S","89",",,W","81",",,W","  140",",,W","  140",",,W","13.0",",,W","16.1",",,W",,,,,,,,,,,,,,
