"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-08-18","6.49",",,W"," 1652",",,X"," 1459",",,W","0.02",",,0,2400",,,,,,,"96",",,0","81",",,0","  210",",,X","  160",",,X","14.1",",,X","17.9",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-08-19","6.71",",,W"," 1524",",,X"," 1052",",,W","0.05",",,0,2400",,,,,,,"92",",,0","79",",,0","  220",",,X","  210",",,X","19.9",",,X","25.1",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-08-20","8.28",",,W"," 1102",",,X"," 1102",",,W","0.15",",,0,2400",,,,,,,"94",",,0","79",",,0","  210",",,X","  210",",,X","17.9",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-08-21","6.71",",,W"," 1444",",,X"," 1526",",,W","0.00",",,0,2400",,,,,,,"97",",,0","79",",,0","  200",",,X","  230",",,X","15.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-08-22","7.38",",,W"," 1325",",,X"," 0950",",,W","0.00",",,0,2400",,,,,,,"97",",,0","78",",,0","  230",",,X","  280",",,X","15.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-08-23","6.71",",,W"," 1448",",,X"," 1447",",,W","0.00","T,,0,2400",,,,,,,"98",",,0","79",",,0","  230",",,X","  230",",,X","19.9",",,X","21.9",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-08-24","2.68",",,W"," 1601",",,X"," 1600",",,W","0.19",",,0,2400",,,,,,,"98",",,0","78",",,Z","   70",",,X","   70",",,X","25.1",",,X","36.9",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-08-25","6.71",",,W"," 1436",",,X"," 1503",",,W","0.00",",,0,2400",,,,,,,"97",",,0","76",",,0","   50",",,X","   40",",,X","21.0",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-08-26","8.72",",,W"," 1128",",,X"," 1126",",,W","0.00",",,0,2400",,,,,,,"94",",,0","77",",,0","   40",",,X","   30",",,X","19.9",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-08-27","6.26",",,W"," 1347",",,X"," 1205",",,W","0.00",",,0,2400",,,,,,,"94",",,0","74",",,0","   50",",,X","   40",",,X","17.9",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-08-28","5.82",",,W"," 1317",",,X"," 1613",",,W","0.00",",,0,2400",,,,,,,"95",",,0","75",",,0","  130",",,X","  120",",,X","15.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-08-29","5.37",",,W"," 1306",",,X"," 1652",",,W","0.02",",,0,2400",,,,,,,"94",",,0","78",",,0","  110",",,X","  160",",,X","16.1",",,X","21.9",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-08-30","3.80",",,W"," 0916",",,X"," 0915",",,W","0.94",",,0,2400",,,,,,,"89",",,0","79",",,0","  160",",,X","  160",",,X","21.9",",,X","29.1",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-08-31","4.03",",,W"," 0957",",,X"," 1255",",,W","0.01",",,0,2400",,,,,,,"89",",,0","78",",,0","  120",",,X","  130",",,X","13.0",",,X","15.0",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-01","5.37",",,W"," 1449",",,X"," 1447",",,W","0.00","T,,0,2400",,,,,,,"90",",,0","78",",,0","  150",",,X","  150",",,X","17.0",",,X","25.1",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-02","4.03",",,W"," 1508",",,X"," 1507",",,W","0.03",",,0,2400",,,,,,,"92",",,0","78",",,0","  120",",,X","  120",",,X","16.1",",,X","21.0",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-03","6.49",",,W"," 1042",",,X"," 1042",",,W","0.31",",,0,2400",,,,,,,"89",",,0","74",",,0","   20",",,X","   20",",,X","23.0",",,X","28.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-04","7.38",",,W"," 1322",",,X"," 1258",",,W","0.00",",,0,2400",,,,,,,"88",",,0","75",",,0","   40",",,X","   40",",,X","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-05","7.38",",,W"," 1731",",,X"," 1441",",,W","0.00",",,0,2400",,,,,,,"89",",,0","72",",,0","  120",",,X","  110",",,X","16.1",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-06","5.59",",,W"," 1246",",,X"," 1246",",,W","1.32",",,0,2400",,,,,,,"88",",,0","76",",,0","  160",",,X","  160",",,X","28.0",",,X","40.0",",,X","    1",",,X",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-07","7.61",",,W"," 1036",",,X"," 1036",",,W","2.83",",,0,2400",,,,,,,"84",",,0","75",",,0","  180",",,X","  170",",,X","32.0",",,X","45.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-08","9.84",",,W"," 0858",",,X"," 0859",",,W","0.03",",,0,2400",,,,,,,"90",",,0","78",",,0","  150",",,X","  160",",,X","21.0",",,X","31.1",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-09","6.49",",,W"," 1632",",,X"," 1631",",,W","0.00",",,0,2400",,,,,,,"92",",,0","77",",,0","  150",",,X","  150",",,X","15.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-10","6.71",",,W"," 1437",",,X"," 1436",",,W","0.00",",,0,2400",,,,,,,"93",",,0","77",",,0","  260",",,X","  260",",,X","15.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-11","4.70",",,W"," 1614",",,X"," 1631",",,W","0.00",",,0,2400",,,,,,,"95",",,0","78",",,0","  160",",,X","  170",",,X","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-12","3.13",",,W"," 1736",",,X"," 1734",",,W","0.00",",,0,2400",,,,,,,"94",",,0","78",",,0","   40",",,X","   40",",,X","21.0",",,X","25.1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-13","4.03",",,W"," 1445",",,X"," 1523",",,W","0.00",",,0,2400",,,,,,,"93",",,0","77",",,0","  110",",,X","  110",",,X","13.0",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-14","4.03",",,W"," 1606",",,X"," 1552",",,W","0.00",",,0,2400",,,,,,,"92",",,0","76",",,0","  110",",,X","  110",",,X","12.1",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-15","4.03",",,W"," 1404",",,X"," 1403",",,W","0.00",",,0,2400",,,,,,,"91",",,0","73",",,0","   90",",,X","  110",",,X","13.0",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-16","3.80",",,W"," 1626",",,X"," 1626",",,W","0.00",",,0,2400",,,,,,,"92",",,0","70",",,0","  130",",,X","  130",",,X","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-17","4.47",",,W"," 1133",",,X"," 1132",",,W","0.04",",,0,2400",,,,,,,"89",",,0","78",",,0","  150",",,X","  150",",,X","21.9",",,X","29.1",",,X","    1",",,W",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-18","6.04",",,W"," 1501",",,X"," 0940",",,W","0.02",",,0,2400",,,,,,,"83",",,0","76",",,0","  170",",,X","   70",",,X","16.1",",,X","21.0",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-19","4.92",",,W"," 1238",",,X"," 1237",",,W","0.14",",,0,2400",,,,,,,"86",",,0","73",",,0","  160",",,X","  160",",,X","21.0",",,X","28.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-20","5.59",",,W"," 1236",",,X"," 1234",",,W","0.00","T,,0,2400",,,,,,,"85",",,0","73",",,0","  110",",,X","  100",",,X","21.0",",,X","29.1",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-21","4.25",",,W"," 1527",",,X"," 0953",",,W","0.28",",,0,2400",,,,,,,"88",",,0","73",",,0","  120",",,X","  110",",,X","16.1",",,X","21.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-22","6.49",",,W"," 0240",",,X"," 1808",",,W","0.35",",,0,2400",,,,,,,"90",",,0","75",",,0","  170",",,X","  120",",,X","21.0",",,X","28.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-23","7.16",",,W"," 1425",",,X"," 1328",",,W","0.00","T,,0,2400",,,,,,,"91",",,0","76",",,0","  160",",,X","  150",",,X","17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-24","2.91",",,W"," 1225",",,X"," 1225",",,W","0.80",",,0,2400",,,,,,,"90",",,0","76",",,0","  110",",,X","  110",",,X","21.0",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-25","4.25",",,W"," 1336",",,X"," 1349",",,W","0.00",",,0,2400",,,,,,,"91",",,0","76",",,0","  130",",,X","  130",",,X","12.1",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-26","9.62",",,W"," 2013",",,X"," 2024",",,W","0.48",",,0,2400",,,,,,,"87",",,0","70",",,0","  350",",,X","  340",",,X","21.0",",,X","23.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-27","10.07",",,W"," 0639",",,X"," 0638",",,W","0.00",",,0,2400",,,,,,,"80",",,0","62",",,0","   10",",,X","   10",",,X","17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-28","4.25",",,W"," 1243",",,X"," 1517",",,W","0.00",",,0,2400",,,,,,,"85",",,0","60",",,0","  360",",,X","  280",",,X","10.1",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-29","4.25",",,W"," 1559",",,X"," 1114",",,W","0.00",",,0,2400",,,,,,,"88",",,0","62",",,0","  330",",,X","  290",",,X","13.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-09-30","5.37",",,W"," 1413",",,X"," 1417",",,W","0.00",",,0,2400",,,,,,,"88",",,0","64",",,0","  350",",,X","  350",",,X","14.1",",,X","17.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-01","6.93",",,W"," 1747",",,X"," 1751",",,W","0.00",",,0,2400",,,,,,,"88",",,0","68",",,0","   10",",,X","   10",",,X","15.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-02","7.83",",,W"," 1402",",,X"," 1431",",,W","0.00",",,0,2400",,,,,,,"84",",,0","61",",,0","  350",",,X","   10",",,X","19.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-03","10.74",",,W"," 0522",",,X"," 0747",",,W","0.00",",,0,2400",,,,,,,"79",",,0","60",",,0","   30",",,X","   40",",,X","21.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-04","6.93",",,W"," 0821",",,X"," 0805",",,W","0.00",",,0,2400",,,,,,,"75",",,0","57",",,0","   60",",,X","   60",",,X","16.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-05","4.70",",,W"," 1137",",,X"," 1136",",,W","0.00",",,0,2400",,,,,,,"77",",,0","56",",,0","   70",",,X","   60",",,X","13.0",",,X","21.9",",,X",,,,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-06","4.25",",,W"," 1215",",,X"," 1149",",,W","0.00",",,0,2400",,,,,,,"81",",,0","53",",,0","   30",",,X","   80",",,X","13.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-07","2.91",",,W"," 1844",",,X"," 1014",",,W","0.00",",,0,2400",,,,,,,"84",",,0","54",",,0","  180",",,X","   30",",,X","8.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-08","3.80",",,W"," 1737",",,X"," 1736",",,W","0.00",",,0,2400",,,,,,,"86",",,0","55",",,0","  170",",,X","  180",",,X","10.1",",,X","13.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-09","4.03",",,W"," 1722",",,X"," 1448",",,W","0.00",",,0,2400",,,,,,,"85",",,0","56",",,0","  160",",,X","  150",",,X","12.1",",,X","16.1",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-10","4.70",",,W"," 1658",",,X"," 1613",",,W","0.00",",,0,2400",,,,,,,"85",",,0","60",",,0","  160",",,X","  150",",,X","14.1",",,X","25.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-11","6.71",",,W"," 1633",",,X"," 1657",",,W","0.00",",,0,2400",,,,,,,"88",",,0","67",",,0","  160",",,X","  150",",,X","16.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-12","7.16",",,W"," 1447",",,X"," 1631",",,W","0.00",",,0,2400",,,,,,,"89",",,0","68",",,0","  260",",,X","  290",",,X","17.9",",,X","23.0",",,X","    1",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-13","9.17",",,W"," 1311",",,X"," 1310",",,W","0.00",",,0,2400",,,,,,,"85",",,0","61",",,0","  350",",,X","  350",",,X","23.9",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-14","8.28",",,W"," 2358",",,X"," 1054",",,W","0.00",",,0,2400",,,,,,,"82",",,0","63",",,0","  360",",,X","  290",",,X","17.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-15","2.91",",,W"," 1828",",,X"," 1827",",,W","0.00",",,0,2400",,,,,,,"83",",,0","55",",,0","  160",",,X","  160",",,X","8.1",",,X","12.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-16","2.68",",,W"," 1724",",,X"," 0711",",,W","0.00",",,0,2400",,,,,,,"83",",,0","57",",,0","  130",",,X","   90",",,X","10.1",",,X","23.0",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-17","2.91",",,W"," 1431",",,X"," 1445",",,W","0.00",",,0,2400",,,,,,,"83",",,0","59",",,0","  130",",,X","  120",",,X","16.1",",,X","19.9",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-18","4.03",",,W"," 1542",",,X"," 1540",",,W","0.00",",,0,2400",,,,,,,"85",",,0","65",",,0","  150",",,X","  140",",,X","16.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-19","4.03",",,W"," 1624",",,X"," 1631",",,W","0.00",",,0,2400",,,,,,,"86",",,0","63",",,0","  150",",,X","  150",",,X","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-20","4.70",",,W"," 1017",",,X"," 1016",",,W","0.00",",,0,2400",,,,,,,"87",",,0","65",",,0","  290",",,X","  280",",,X","12.1",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-21","4.92",",,W"," 1617",",,X"," 1617",",,W","0.00",",,0,2400",,,,,,,"87",",,0","66",",,0","  160",",,X","  160",",,X","14.1",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-22","8.28",",,W"," 1419",",,X"," 1418",",,W","0.00",",,0,2400",,,,,,,"86",",,0","68",",,0","  170",",,X","  170",",,X","21.9",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-23","9.17",",,W"," 1609",",,X"," 1245",",,W","0.07",",,0,2400",,,,,,,"84",",,0","72",",,0","  150",",,X","  160",",,X","17.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-24","7.83",",,W"," 1306",",,X"," 1243",",,W","0.00",",,0,2400",,,,,,,"88",",,0","71",",,0","  220",",,X","  220",",,X","17.0",",,X","23.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-25","13.20",",,W"," 1457",",,X"," 1639",",,W","0.00",",,0,2400",,,,,,,"87",",,0","71",",,0","  200",",,X","  200",",,X","23.9",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-26","10.74",",,W"," 1426",",,X"," 0001",",,W","0.00",",,0,2400",,,,,,,"90",",,0","76",",,0","  220",",,X","  200",",,X","21.0",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-27","6.04",",,W"," 1235",",,X"," 1234",",,W","0.00",",,0,2400",,,,,,,"92",",,0","74",",,0","  170",",,X","  150",",,X","16.1",",,X","19.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010-10-28","17.67",",,W"," 1251",",,X"," 0923",",,W","0.00","T,,0,2400",,,,,,,"82",",,0","61",",,0","  360",",,X","   20",",,X","29.1",",,X","40.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
