"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-06-30","10.96",",,W"," 1511",",,W"," 1447",",,W","0.00",",,W,2400",,,,,"85",",,W","89",",,W","80",",,W",,,"  170",",,W","  190",",,W","17.9",",,W","21.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-01","10.96",",,W"," 1706",",,W"," 1701",",,W","0.00",",,W,2400",,,,,"86",",,W","90",",,W","81",",,W",,,"  180",",,W","  170",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-02","12.08",",,W"," 2119",",,W"," 2337",",,W","0.00","T,,W,2400",,,,,"86",",,W","90",",,W","81",",,W",,,"  170",",,W","  170",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-03","11.63",",,W"," 2306",",,W"," 2305",",,W","0.00",",,W,2400",,,,,"85",",,W","90",",,W","80",",,W",,,"  160",",,W","  160",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-04","10.51",",,W"," 1808",",,W"," 1304",",,W","0.03",",,W,2400",,,,,"85",",,W","90",",,W","80",",,W",,,"  140",",,W","  150",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-05","8.05",",,W"," 1549",",,W"," 1530",",,W","0.00",",,W,2400",,,,,"84",",,W","89",",,W","78",",,W",,,"  150",",,W","  170",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-06","9.62",",,W"," 1844",",,W"," 1512",",,W","0.00","T,,W,2400",,,,,"85",",,W","90",",,W","79",",,W",,,"  170",",,W","  140",",,W","15.0",",,W","17.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-07","6.93",",,W"," 1603",",,W"," 1602",",,W","0.00",",,W,2400",,,,,"84",",,W","90",",,W","77",",,W",,,"  150",",,W","  150",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-08","6.71",",,W"," 1845",",,W"," 1544",",,W","0.00",",,W,2400",,,,,"85",",,W","91",",,W","79",",,W",,,"  160",",,W","  150",",,W","10.1",",,W","13.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-09","8.05",",,W"," 1944",",,W"," 1943",",,W","0.00",",,W,2400",,,,,"85",",,W","90",",,W","80",",,W",,,"  150",",,W","  150",",,W","16.1",",,W","17.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-10","13.65",",,W"," 1338",",,W"," 1350",",,W","0.00","T,,W,2400",,,,,"86",",,W","91",",,W","81",",,W",,,"  180",",,W","  180",",,W","19.9",",,W","21.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-11","12.75",",,W"," 0939",",,W"," 1339",",,W","0.00",",,W,2400",,,,,"87",",,W","91",",,W","82",",,W",,,"  200",",,W","  180",",,W","17.9",",,W","21.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-12","13.42",",,W"," 1700",",,W"," 1746",",,W","0.00",",,W,2400",,,,,"86",",,W","91",",,W","80",",,W",,,"  190",",,W","  180",",,W","17.9",",,W","21.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-13","12.08",",,W"," 1736",",,W"," 1758",",,W","0.00",",,W,2400",,,,,"86",",,W","93",",,W","79",",,W","    0",",,W","  190",",,W","  180",",,W","17.9",",,W","21.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-14","11.41",",,W"," 1640",",,W",,,"0.00",",,W,2400",,,,,"86",",,W","94",",,W","78",",,W","    0",",,W","  190",",,W","    0",",,W","17.9",",,W","0.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-15","10.51",",,W"," 1755",",,W"," 1720",",,W","0.00",",,W,2400",,,,,"87",",,W","94",",,W","80",",,W","    0",",,W","  200",",,W","  190",",,W","17.9",",,W","21.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-16","10.29",",,W"," 1449",",,W"," 1507",",,W","0.00",",,W,2400",,,,,"85",",,W","91",",,W","79",",,W",,,"  180",",,W","  190",",,W","17.9",",,W","21.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-17","9.17",",,W"," 1813",",,W"," 1629",",,W","0.00",",,W,2400",,,,,"85",",,W","90",",,W","80",",,W",,,"  170",",,W","  170",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-18","10.96",",,W"," 1559",",,W"," 1539",",,W","0.00",",,W,2400",,,,,"87",",,W","91",",,W","82",",,W",,,"  170",",,W","  180",",,W","19.9",",,W","21.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-19","13.20",",,W"," 1710",",,W"," 1709",",,W","0.00",",,W,2400",,,,,"87",",,W","92",",,W","81",",,W",,,"  190",",,W","  190",",,W","21.0",",,W","23.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-20","12.30",",,W"," 1731",",,W"," 1528",",,W","0.00",",,W,2400",,,,,"86",",,W","92",",,W","80",",,W",,,"  190",",,W","  200",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-21","11.63",",,W"," 1729",",,W"," 1728",",,W","0.00",",,W,2400",,,,,"85",",,W","90",",,W","79",",,W",,,"  180",",,W","  180",",,W","19.9",",,W","21.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-22","10.29",",,W"," 1931",",,W"," 1931",",,W","0.00",",,W,2400",,,,,"86",",,W","91",",,W","80",",,W",,,"  190",",,W","  190",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-23","10.07",",,W"," 1611",",,W"," 1610",",,W","0.72",",,W,2400",,,,,"82",",,W","93",",,W","71",",,W",,,"  360",",,W","  360",",,W","38.0",",,W","47.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-24","7.38",",,W"," 0235",",,W"," 0234",",,W","0.00",",,W,2400",,,,,"82",",,W","88",",,W","75",",,W","    0",",,W","   10",",,W","   10",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-25","7.83",",,W"," 1828",",,W"," 1716",",,W","0.00",",,W,2400",,,,,"84",",,W","90",",,W","77",",,W",,,"  140",",,W","  140",",,W","15.0",",,W","17.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-26","8.50",",,W"," 1316",",,W"," 1351",",,W","0.00",",,W,2400",,,,,"84",",,W","90",",,W","78",",,W",,,"  120",",,W","  120",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-27","7.61",",,W"," 1744",",,W"," 1234",",,W","0.00",",,W,2400",,,,,"83",",,W","90",",,W","76",",,W",,,"  170",",,W","  100",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-28","7.83",",,W"," 1110",",,W"," 1109",",,W","0.00",",,W,2400",,,,,"84",",,W","90",",,W","78",",,W",,,"  190",",,W","  200",",,W","25.1",",,W","29.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-29","12.30",",,W"," 2015",",,W"," 1254",",,W","0.00",",,W,2400",,,,,"85",",,W","90",",,W","80",",,W",,,"  180",",,W","  180",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-30","10.51",",,W"," 1025",",,W"," 1026",",,W","0.03",",,W,2400",,,,,"83",",,W","89",",,W","77",",,W","    0",",,W","  280",",,W","  270",",,W","28.0",",,W","32.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-07-31","8.28",",,W"," 0832",",,W"," 0831",",,W","0.17",",,W,2400",,,,,"79",",,W","84",",,W","74",",,W",,,"  230",",,W","  240",",,W","23.0",",,W","29.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-01","7.83",",,W"," 1746",",,W"," 1754",",,W","0.00",",,W,2400",,,,,"82",",,W","88",",,W","76",",,W",,,"  140",",,W","  150",",,W","16.1",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-02","7.61",",,W"," 2307",",,W"," 2346",",,W","0.00",",,W,2400",,,,,"82",",,W","88",",,W","76",",,W",,,"  180",",,W","  180",",,W","14.1",",,W","15.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-03","10.07",",,W"," 1819",",,W"," 1821",",,W","0.00",",,W,2400",,,,,"85",",,W","90",",,W","79",",,W",,,"  160",",,W","  160",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-04","8.72",",,W"," 1056",",,W"," 1051",",,W","0.41",",,W,2400",,,,,"83",",,W","89",",,W","77",",,W",,,"  280",",,W","  270",",,W","23.9",",,W","32.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-05","10.96",",,W"," 1653",",,W"," 1608",",,W","0.00",",,W,2400",,,,,"86",",,W","90",",,W","81",",,W",,,"  180",",,W","  170",",,W","17.9",",,W","21.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-06","11.63",",,W"," 1509",",,W"," 1541",",,W","0.00",",,W,2400",,,,,"86",",,W","90",",,W","82",",,W","    0",",,W","  150",",,W","  160",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-07","10.29",",,W"," 2111",",,W"," 2110",",,W","0.00",",,W,2400",,,,,"85",",,W","91",",,W","79",",,W",,,"  140",",,W","  140",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-08","12.97",",,W"," 1114",",,W"," 1114",",,W","0.00",",,W,2400",,,,,"87",",,W","91",",,W","82",",,W",,,"  140",",,W","  140",",,W","21.0",",,W","23.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-09","10.74",",,W"," 2150",",,W"," 1604",",,W","0.00",",,W,2400",,,,,"86",",,W","91",",,W","81",",,W",,,"  140",",,W","  110",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-10","7.38",",,W"," 2229",",,W"," 1501",",,W","0.00",",,W,2400",,,,,"84",",,W","90",",,W","78",",,W",,,"  190",",,W","  140",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-11","6.71",",,W"," 1649",",,W"," 1639",",,W","0.00",",,W,2400",,,,,"86",",,W","94",",,W","78",",,W",,,"  200",",,W","  200",",,W","17.9",",,W","21.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-12","6.26",",,W"," 1931",",,W"," 1739",",,W","0.00",",,W,2400",,,,,"87",",,W","94",",,W","80",",,W",,,"  170",",,W","  160",",,W","12.1",",,W","14.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-13","10.07",",,W"," 2158",",,W"," 2152",",,W","0.00",",,W,2400",,,,,"88",",,W","95",",,W","80",",,W",,,"  130",",,W","  130",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-14","12.75",",,W"," 1650",",,W"," 1649",",,W","0.02",",,W,2400",,,,,"87",",,W","92",",,W","81",",,W",,,"  130",",,W","  130",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-15","12.08",",,W"," 0214",",,W"," 0257",",,W","0.00",",,W,2400",,,,,"87",",,W","92",",,W","82",",,W",,,"  160",",,W","  160",",,W","17.9",",,W","21.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-16","9.40",",,W"," 1711",",,W"," 1710",",,W","0.00",",,W,2400",,,,,"86",",,W","93",",,W","79",",,W",,,"  170",",,W","  170",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-17","9.17",",,W"," 1837",",,W"," 2228",",,W","0.00",",,W,2400",,,,,"87",",,W","94",",,W","79",",,W",,,"  150",",,W","  160",",,W","15.0",",,W","16.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-18","6.93",",,W"," 1627",",,W"," 1511",",,W","0.00",",,W,2400",,,,,"85",",,W","91",",,W","79",",,W",,,"  150",",,W","  160",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-19","8.72",",,W"," 2111",",,W"," 1616",",,W","0.00",",,W,2400",,,,,"85",",,W","91",",,W","78",",,W",,,"  160",",,W","  150",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-20","10.51",",,W"," 2154",",,W"," 1801",",,W","0.00",",,W,2400",,,,,"86",",,W","92",",,W","80",",,W",,,"  160",",,W","  170",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-21","8.50",",,W"," 1245",",,W"," 1316",",,W","0.00",",,W,2400",,,,,"86",",,W","92",",,W","79",",,W",,,"  110",",,W","  110",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-22","8.50",",,W"," 2322",",,W"," 1643",",,W","0.00","T,,W,2400",,,,,"86",",,W","91",",,W","80",",,W",,,"  140",",,W","  100",",,W","13.0",",,W","16.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-23","8.28",",,W"," 1021",",,W"," 1021",",,W","0.51",",,W,2400",,,,,"83",",,W","88",",,W","77",",,W",,,"   10",",,W","   10",",,W","17.9",",,W","23.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-24","6.71",",,W"," 1414",",,W"," 1349",",,W","0.32",",,W,2400",,,,,"84",",,W","89",",,W","78",",,W",,,"   80",",,W","   80",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-25","6.49",",,W"," 1619",",,W"," 1443",",,W","0.00","T,,W,2400",,,,,"84",",,W","90",",,W","78",",,W",,,"  150",",,W","  120",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-26","7.38",",,W"," 2306",",,W"," 1750",",,W","0.00",",,W,2400",,,,,"85",",,W","90",",,W","79",",,W",,,"  160",",,W","  140",",,W","13.0",",,W","16.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-27","9.84",",,W"," 1603",",,W"," 1716",",,W","0.00",",,W,2400",,,,,"86",",,W","91",",,W","80",",,W",,,"  140",",,W","  160",",,W","16.1",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-28","9.40",",,W"," 0119",",,W"," 0759",",,W","0.00",",,W,2400",,,,,"86",",,W","91",",,W","81",",,W",,,"  160",",,W","  240",",,W","16.1",",,W","17.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-29","8.50",",,W"," 1739",",,W"," 1701",",,W","0.00",",,W,2400",,,,,"86",",,W","92",",,W","80",",,W",,,"  160",",,W","  140",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-30","8.95",",,W"," 1814",",,W"," 1855",",,W","0.00",",,W,2400",,,,,"88",",,W","96",",,W","79",",,W",,,"  190",",,W","  200",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-08-31","11.18",",,W"," 1828",",,W"," 1827",",,W","0.00",",,W,2400",,,,,"90",",,W","100",",,W","79",",,W",,,"  210",",,W","  210",",,W","17.9",",,W","21.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-01","12.30",",,W"," 1510",",,W"," 1509",",,W","0.00",",,W,2400",,,,,"88",",,W","95",",,W","81",",,W","    0",",,W","  200",",,W","  200",",,W","25.1",",,W","29.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-02","12.53",",,W"," 1659",",,W"," 1631",",,W","0.00",",,W,2400",,,,,"89",",,W","96",",,W","82",",,W","    0",",,W","  200",",,W","  200",",,W","21.0",",,W","23.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-03","12.08",",,W"," 1707",",,W"," 1711",",,W","0.07",",,W,2400",,,,,"90",",,W","99",",,W","80",",,W",,,"  200",",,W","  200",",,W","21.9",",,W","23.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-04","8.28",",,W"," 0424",",,W"," 0305",",,W","0.00",",,W,2400",,,,,"90",",,W","101",",,W","79",",,W","    0",",,W","  270",",,W","  250",",,W","15.0",",,W","17.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-05","7.83",",,W"," 1601",",,W"," 1557",",,W","0.01",",,W,2400",,,,,"93",",,W","104",",,W","82",",,W",,,"   40",",,W","   10",",,W","17.9",",,W","30.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-06","12.08",",,W"," 0650",",,W"," 2325",",,W","0.14",",,W,2400",,,,,"82",",,W","89",",,W","75",",,W",,,"   30",",,W","  120",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-07","13.65",",,W"," 1818",",,W"," 1818",",,W","0.00",",,W,2400",,,,,"82",",,W","87",",,W","77",",,W",,,"   80",",,W","   80",",,W","21.0",",,W","23.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-08","13.20",",,W"," 2333",",,W"," 2333",",,W","0.31",",,W,2400",,,,,"78",",,W","82",",,W","74",",,W",,,"  110",",,W","  130",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-09","10.74",",,W"," 1540",",,W"," 1539",",,W","0.21",",,W,2400",,,,,"82",",,W","87",",,W","76",",,W","    0",",,W","  130",",,W","  130",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-10","10.51",",,W"," 0328",",,W"," 0328",",,W","0.20",",,W,2400",,,,,"84",",,W","90",",,W","78",",,W",,,"  180",",,W","  190",",,W","23.9",",,W","29.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-11","9.62",",,W"," 0751",",,W"," 0751",",,W","0.11",",,W,2400",,,,,"86",",,W","91",",,W","80",",,W",,,"  180",",,W","  180",",,W","17.9",",,W","21.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-12","9.40",",,W"," 2357",",,W"," 2356",",,W","0.23",",,W,2400",,,,,"85",",,W","91",",,W","78",",,W","    0",",,W","   30",",,W","   30",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-13","10.74",",,W"," 0015",",,W"," 0015",",,W","3.50",",,W,2400",,,,,"81",",,W","88",",,W","74",",,W",,,"   20",",,W","   20",",,W","30.0",",,W","34.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-14","5.37",",,W"," 1706",",,W"," 1657",",,W","0.74",",,W,2400",,,,,"80",",,W","86",",,W","74",",,W",,,"   20",",,W","   10",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-15","8.50",",,W"," 2316",",,W"," 2315",",,W","0.00",",,W,2400",,,,,"84",",,W","91",",,W","77",",,W",,,"   30",",,W","   40",",,W","17.9",",,W","21.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-16","13.65",",,W"," 0745",",,W"," 0013",",,W","0.00",",,W,2400",,,,,"79",",,W","86",",,W","71",",,W","    0",",,W","   30",",,W","   60",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-17","8.95",",,W"," 1154",",,W"," 1139",",,W","0.00",",,W,2400",,,,,"76",",,W","84",",,W","67",",,W",,,"   40",",,W","   30",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-18","8.05",",,W"," 1341",",,W"," 1349",",,W","0.00",",,W,2400",,,,,"78",",,W","86",",,W","69",",,W",,,"   90",",,W","  100",",,W","12.1",",,W","15.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-19","8.95",",,W"," 1801",",,W"," 1200",",,W","0.00",",,W,2400",,,,,"80",",,W","86",",,W","73",",,W","    0",",,W","  140",",,W","  100",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-20","12.08",",,W"," 1339",",,W"," 2020",",,W","0.16",",,W,2400",,,,,"83",",,W","89",",,W","77",",,W",,,"  170",",,W","  140",",,W","25.9",",,W","36.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-21","14.09",",,W"," 2356",",,W"," 2357",",,W","0.44",",,W,2400",,,,,"81",",,W","86",",,W","76",",,W","    0",",,W","  130",",,W","  130",",,W","23.0",",,W","25.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-22","14.09",",,W"," 0032",",,W"," 0031",",,W","0.16",",,W,2400",,,,,"84",",,W","88",",,W","79",",,W","    0",",,W","  150",",,W","  150",",,W","23.9",",,W","29.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-23","13.42",",,W"," 1150",",,W"," 2224",",,W","0.00",",,W,2400",,,,,"86",",,W","89",",,W","82",",,W","    0",",,W","  170",",,W","  150",",,W","17.9",",,W","21.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-09-24","12.30",",,W"," 2343",",,W"," 2342",",,W","0.00",",,W,2400",,,,,"83",",,W","89",",,W","77",",,W",,,"  310",",,W","  310",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,
