X,Y,OBJECTID_1,OBJECTID,ID,DIST_NM,CNTY_NM,T_FLAG,AADT_2019,AADT_2018,AADT_2017,AADT_2016,AADT_2015,AADT_2014,AADT_2013,AADT_2012,AADT_2011,AADT_2010,AADT_2009,AADT_2008,AADT_2007,AADT_2006,AADT_2005,AADT_2004,AADT_2003,AADT_2002,AADT_2001,AADT_2000,ZLEVEL
-95.552032,29.964294,20855,20855,173353,Houston,Harris,102H27,162086,166890,162448,161956,156356,153304,154371,151000,145000,139000,142000,142000,145000,126620,130070,126000,119000,122000,115000,99000,9
-95.566628,29.979433,20856,20856,173361,Houston,Harris,102SP258,168720,173828,168066,167900,160392,142410,144755,140000,137000,136000,0,0,0,0,0,0,0,0,0,0,11
-95.666115,30.079569,20857,20857,173369,Houston,Harris,102H6,24673,24570,24481,23364,27834,23516,24864,24000,23000,21000,21000,21000,22000,25000,25360,24000,20000,22000,21000,17600,10
-95.620621,30.063133,20859,20859,173385,Houston,Harris,102H26A,67186,61047,71724,50657,45035,43615,46618,50000,45000,43000,0,0,0,0,0,0,0,0,0,0,10
-95.626183,30.069366,20860,20860,173393,Houston,Harris,102H8A,46238,56277,55192,35422,37065,30710,31373,32000,26000,24000,0,0,0,0,0,0,0,0,0,0,11
-95.658012,30.140163,20861,20861,173401,Houston,Montgomery,170H118B,33581,29599,28645,33281,31907,26881,25813,26000,27000,25000,24000,30000,31000,33000,32000,28000,26000,25000,25000,22000,10
-95.653831,30.133385,20862,20862,173409,Houston,Montgomery,170H118A,43311,37819,37459,42195,40719,35240,33214,34000,28000,27000,28000,33000,34000,38000,37000,35000,33000,31000,29000,26000,11
-95.633705,30.089401,20863,20863,173417,Houston,Harris,102H7,25957,26416,25106,25531,29291,26090,26701,25000,27000,27000,25000,25000,28000,32000,32330,29000,26000,26000,23000,22000,10
-95.635628,30.093735,20864,20864,173425,Houston,Harris,102H9A,46235,44155,42068,39161,37707,36712,26396,40000,27000,28000,0,0,0,0,0,0,0,0,0,0,11
-95.630814,30.082991,20865,20865,173433,Houston,Harris,102H8,23032,22261,21750,22903,21904,22432,23063,22000,23000,24000,52000,55000,55000,55000,55030,54000,44000,47000,44000,40000,13
-95.632805,30.090509,20866,20866,173441,Houston,Harris,102H9,14632,14362,13068,12274,11369,11964,12334,11800,3800,11700,48000,48000,49000,48000,50000,49000,40000,42000,39000,34000,13
-95.631012,30.089848,20867,20867,173449,Houston,Harris,102H11,24818,23558,23558,24970,28579,24587,24510,25000,25000,24000,25000,25000,27000,36000,32050,27000,24000,25000,24000,24000,11
-95.64563,30.118986,20868,20868,173457,Houston,Harris,102E3064,45640,45640,42857,44531,41013,38697,38542,42000,41000,40000,35000,38000,39000,36000,37180,35000,33000,36000,35000,31000,12
-95.559639,30.077648,20870,20870,173473,Houston,Harris,102H16,35668,34936,35400,32358,34099,28381,25972,25000,23000,21000,19800,21000,24000,23000,26010,24000,21000,22000,22000,18100,13
-95.616562,30.096964,20871,20871,173481,Houston,Harris,102T1,21494,20659,21314,22468,25811,22423,23828,23000,23000,21000,20000,21000,24000,31000,26590,23000,22000,22000,21000,21000,11
-95.615265,30.097494,20872,20872,173489,Houston,Harris,102T2,21525,21525,24830,25849,28600,24648,24190,23000,22000,21000,23000,22000,24000,32000,29670,24000,23000,23000,21000,21000,13
-95.594879,30.099663,20873,20873,173497,Houston,Harris,102H12,24402,24147,24600,23161,28004,24452,25334,23000,22000,19900,19800,21000,23000,23000,25280,24000,21000,21000,21000,19900,10
-95.593819,30.100878,20874,20874,173505,Houston,Harris,102H13,21159,21453,21983,21860,22790,20444,17059,17400,13300,13500,12700,14100,13500,14700,15210,14300,13500,13800,12700,12100,12
-95.592087,30.099728,20875,20875,173513,Houston,Harris,102H12A,23696,22601,22805,22065,25330,22293,22088,22000,20000,18800,17600,19100,21000,21000,26000,24000,21000,20000,18900,17700,10
-95.592278,30.120014,20876,20876,173521,Houston,Harris,102H14,21221,21206,21643,21259,21870,19943,19417,16800,15400,14600,14300,15000,16400,15600,17460,15500,15200,15900,12700,13000,13
-95.596321,30.133204,20877,20877,173529,Houston,Harris,102E3065,19979,20588,20541,20163,15288,14431,15500,17100,16000,15200,14600,15200,16600,16800,16630,15400,15000,15000,12700,13000,11
-95.514687,29.935802,20878,20878,173537,Houston,Harris,102H29C,57926,58303,55820,57511,56958,51414,43517,57000,57000,52000,65000,59000,64000,52970,54620,54000,52000,54000,54000,48000,11
-95.491547,29.918436,20879,20879,173545,Houston,Harris,102H71,48890,48890,45796,44831,49034,41085,45098,46000,52000,47000,45000,46000,46000,53000,45120,47000,45000,47000,45000,38000,10
-95.549599,29.958904,20880,20880,173553,Houston,Harris,102H28,65074,69703,64548,64457,66167,63893,25684,57000,63000,61000,57000,63000,65000,61000,59000,57000,58000,59000,57000,27000,12
-95.546104,29.961922,20881,20881,173561,Houston,Harris,102H30,65653,69758,63589,66690,70829,70814,24613,60000,56000,52000,55000,60000,64000,60000,62210,59000,62000,58000,67000,28000,10
-95.544533,29.958313,20882,20882,173569,Houston,Harris,102H29,141023,144845,140727,144951,138641,128690,122097,146000,144000,132000,125000,121000,136000,116100,119190,117000,108000,118000,106000,92000,11
-95.499161,29.987417,20883,20883,173577,Houston,Harris,102H31,52000,51445,52167,51241,51759,46254,50000,51000,48000,45000,40000,48000,53000,50000,51320,50000,56000,50000,55000,56000,11
-95.497345,29.988438,20884,20884,173585,Houston,Harris,102H32,48582,48582,48598,48390,48424,44967,48039,49000,46000,45000,37000,46000,51000,48000,47650,46000,53000,48000,51000,49000,12
-95.458229,29.897572,20885,20885,173593,Houston,Harris,102H80,51000,45609,46403,47072,49450,41907,40713,44000,51000,47000,44000,45000,50000,53000,48890,47000,45000,51000,50000,46000,10
-95.428299,30.014805,20888,20888,173617,Houston,Harris,102H34,287321,286485,250490,260528,312413,288066,293661,268000,269000,258000,261000,251000,260000,206180,251660,244000,240000,198000,167000,176000,13
-95.548088,30.073109,20889,20889,173625,Houston,Harris,102H17,29525,29431,29217,28703,33677,26092,25469,25000,22000,22000,20000,23000,25000,23000,26560,23000,19700,19000,19300,15900,10
-95.47747,30.070587,20890,20890,173633,Houston,Harris,102H18,34311,33043,33074,34538,40864,31722,34380,36000,35000,32000,31000,30000,35000,33000,33950,31000,28000,28000,28000,23000,12
-95.437378,30.018744,20891,20891,173641,Houston,Harris,102H33,55516,55516,57283,56072,58640,56018,56863,58000,55000,56000,46000,56000,62000,58000,57330,54000,54000,55000,53000,48000,11
-95.429108,30.0257,20892,20892,173649,Houston,Harris,102AT16,245041,245401,232914,247427,258044,245380,263871,255000,258000,248000,254000,250000,251000,184440,241300,235000,222000,183000,158000,162000,13
-95.427116,30.021812,20893,20893,173657,Houston,Harris,102H35,72850,73104,66612,71056,70240,62785,24592,65000,60000,61000,55000,61000,62000,59000,60000,56000,56000,56000,58000,41000,11
-95.436684,30.074575,20894,20894,173665,Houston,Harris,102H19,49135,47604,50094,49254,53003,52737,58483,59000,58000,55000,53000,45000,43000,44000,44000,42000,39000,39000,36000,32000,12
-95.436981,30.111984,20896,20896,173681,Houston,Montgomery,170E3067,278288,281030,265024,245657,288408,240053,257656,253000,257000,224000,228000,219000,217000,195060,200420,198000,178000,164000,160000,142000,13
-95.435524,30.101141,20898,20898,173697,Houston,Harris,102H20,225349,224524,210441,232627,275024,221477,237039,232000,231000,201000,203000,195000,191000,167180,181030,176000,153000,130000,123000,110000,9
-95.681007,30.16993,20900,20900,173713,Houston,Montgomery,170H118,28250,26481,26468,30095,29347,20428,23741,24000,24000,24000,22000,25000,24000,27000,26000,23000,24000,23000,24000,19300,11
-95.680016,30.221819,20901,20901,173721,Houston,Montgomery,170H81,7909,7952,6887,7220,7048,6026,6003,5700,4100,4300,4000,4100,4800,4900,4780,4300,4000,4100,3000,2900,13
-95.600761,30.176565,20902,20902,173729,Houston,Montgomery,170H119,24260,25545,24725,25125,26207,23131,23416,22000,20000,17300,17500,16900,17600,13300,16300,12600,12100,11300,12100,10600,12
-95.568153,30.218901,20903,20903,173737,Houston,Montgomery,170H83,26000,25092,24392,21763,22504,18920,17708,15600,15500,10500,11000,9700,10900,11900,11940,9500,8900,8800,8900,8600,11
-95.570831,30.220835,20904,20904,173745,Houston,Montgomery,170H82,33500,31661,33024,29667,30664,27262,22440,22000,23000,21000,20000,15200,23000,23000,24000,22000,15700,13700,13200,10800,12
-95.643913,30.319105,20905,20905,173753,Houston,Montgomery,170H29,8538,9853,9443,6077,5788,5778,5814,5700,5100,5200,5600,5400,6500,5000,4810,4900,3900,4000,2900,2900,10
-95.677315,30.385548,20906,20906,173761,Houston,Montgomery,170H28,6342,7528,6960,7049,5687,4248,5554,4800,4500,3900,4200,3800,4700,3900,3400,3500,2900,2600,2100,1850,12
-95.59552,30.319126,20907,20907,173769,Houston,Montgomery,170H30,10971,12599,12041,9037,8607,8594,9013,8100,9000,9200,9800,9900,11000,8700,8520,8600,7600,7100,6100,4900,10
-95.599274,30.359648,20908,20908,173777,Houston,Montgomery,170H31,33707,33707,33229,31231,33883,31043,31894,29000,31000,32000,29000,30000,31000,33000,32310,29000,28000,26000,26000,22000,11
-95.51088,30.228083,20909,20909,173785,Houston,Montgomery,170H91A,18000,17316,15767,12658,15266,14868,13566,13300,15000,15300,13100,15500,16500,16500,15920,17200,19000,18500,13500,14600,13
-95.445869,30.208342,20910,20910,173793,Houston,Montgomery,170H92A,51919,53228,50625,44319,41955,55318,43829,43000,40000,40000,41000,38000,42000,39000,43030,37000,33000,33000,25000,24000,11
-95.457932,30.226786,20911,20911,173801,Houston,Montgomery,170H92,201342,201917,190601,180369,173998,157335,168531,165000,174000,147000,147000,137000,138000,114140,113420,110000,105000,101000,101000,101000,7
-95.461929,30.236692,20912,20912,173809,Houston,Montgomery,170H91,51109,54539,51757,48461,49948,45220,34680,34000,27000,26000,26000,21000,23000,21000,20950,21000,16500,13700,14300,11600,12
-95.456825,30.252321,20913,20913,173817,Houston,Montgomery,170H90,188660,188605,178907,166922,156906,134609,145366,150000,164000,141000,141000,128000,133000,100600,114620,110000,102000,108000,106000,107000,13
-95.537125,30.342497,20914,20914,173825,Houston,Montgomery,170H32,38643,34544,32983,33860,37099,32204,28560,28000,33000,34000,31000,34000,35000,33000,37000,34000,31000,28000,29000,25000,11
-95.508354,30.307646,20915,20915,173833,Houston,Montgomery,170H84B,14675,14354,14243,14366,14014,11656,13354,14400,14600,15100,15600,14100,14200,14900,14500,14500,13800,12100,9700,10200,13
-95.490921,30.309576,20916,20916,173841,Houston,Montgomery,170H84,11305,11733,11733,12798,12574,10300,8772,8600,7900,8300,8600,9100,10400,9100,8600,8500,8200,7400,7500,6800,12
-95.503708,30.318634,20917,20917,173849,Houston,Montgomery,170H84A,20000,18422,17474,17296,16629,13635,14734,15300,15700,16600,17000,15300,16800,15900,17610,17900,13700,13900,12700,11800,13
-95.499329,30.3235,20918,20918,173857,Houston,Montgomery,170H42A,19773,19773,18315,18376,17291,12203,15198,15100,16200,16600,16500,15400,16900,16000,17410,16100,15000,14200,13400,11500,13
-95.497177,30.326077,20919,20919,173865,Houston,Montgomery,170H42,35030,32478,30198,31364,22590,29338,26520,26000,30000,31000,29000,34000,35000,39000,40000,37000,29000,29000,33000,29000,10
-95.496216,30.326633,20920,20920,173873,Houston,Montgomery,170H41,15158,15154,14799,14489,14627,13291,14118,13800,14500,13900,13300,16800,17800,17800,18400,17100,16000,15900,15200,14500,13
-95.495567,30.32538,20921,20921,173881,Houston,Montgomery,170H43,24099,21832,21108,21749,15411,20014,19628,19000,19000,19100,19000,20000,21000,19200,19720,18900,21000,16900,19500,16500,10
-95.491196,30.391151,20922,20922,173889,Houston,Montgomery,170H39,11378,12730,13485,13788,12603,8495,10970,9900,8200,8900,8900,8700,9900,8300,8570,8100,7800,7400,7700,6700,12
-95.47271,30.308231,20923,20923,173897,Houston,Montgomery,170H85,9910,11151,10181,11014,10564,8646,9468,8200,7200,7400,7600,8600,10000,10600,10600,10500,10600,10200,9600,8900,11
-95.458786,30.279385,20924,20924,173905,Houston,Montgomery,170H89A,26078,25798,22695,23365,22173,16960,24510,25000,25000,24000,24000,22000,22000,21000,22000,22000,16900,18900,16500,16100,13
-95.453896,30.281328,20925,20925,173913,Houston,Montgomery,170H93A,21155,22326,20533,21642,21372,20123,21108,20000,19500,19300,18200,17600,16700,17300,20010,16000,18600,15600,14000,14300,13
-95.456291,30.28229,20926,20926,173921,Houston,Montgomery,170H93,7811,8178,9584,9727,10414,8817,10882,11100,12600,13400,14600,11400,11200,11100,11990,12100,10400,11300,10700,10600,11
-95.461258,30.285931,20927,20927,173929,Houston,Montgomery,170H89,171708,171746,163551,154537,146259,98686,105840,107000,123000,119000,104000,118000,118000,97430,101390,99000,93000,99000,97000,94000,10
-95.468689,30.306459,20928,20928,173937,Houston,Montgomery,170H88,163958,164928,158484,149770,142348,123651,129816,119000,120000,108000,116000,112000,116000,103830,97540,99000,97000,103000,100000,98000,13
-95.461555,30.309883,20929,20929,173945,Houston,Montgomery,170T21,7019,7019,6791,7187,6281,6127,6504,7000,6800,7000,7200,6900,7500,7500,7910,7100,7200,7100,6800,6200,11
-95.456245,30.294161,20930,20930,173953,Houston,Montgomery,170H94,10053,10014,11890,11989,12996,10144,13235,13500,14600,15200,16600,12700,14200,14000,13750,14300,11400,14000,11700,11600,11
-95.457268,30.29813,20931,20931,173961,Houston,Montgomery,170T19,11500,9988,11175,10632,12039,8446,11176,11400,12300,11700,12600,10600,11400,11600,10610,12500,10100,12000,10700,10000,9
-95.460815,30.30946,20932,20932,173969,Houston,Montgomery,170T20,12000,10510,11120,11725,12416,10871,12941,13200,13800,13600,14800,12700,13500,12200,13300,12200,11500,13100,11900,11400,11
-95.473053,30.315557,20933,20933,173977,Houston,Montgomery,170H86,37767,37767,34905,34486,22325,28993,33298,29000,32000,33000,34000,35000,36000,32000,34000,33000,29000,27000,27000,25000,9
-95.473083,30.3197,20934,20934,173985,Houston,Montgomery,170H44,133267,133530,126138,120510,88036,84678,89906,83000,99000,109000,107000,100000,102000,90640,82440,81000,76000,85000,81000,78000,10
-95.480858,30.340624,20935,20935,173993,Houston,Montgomery,170H40,119871,121897,115856,115453,109333,106686,111274,108000,93000,89000,85000,88000,94000,87230,84390,83000,77000,74000,62000,64000,13
-95.475357,30.334341,20936,20936,174001,Houston,Montgomery,170H45,27500,26251,25200,25460,21922,25130,25451,25000,26000,28000,24000,27000,31000,34000,35000,32000,30000,27000,28000,28000,13
-95.468353,30.313553,20937,20937,174009,Houston,Montgomery,170H87,28000,23613,26919,25729,16733,21732,23062,21000,19400,22000,19900,22000,24000,22000,22980,26000,24000,21000,21000,21000,10
-95.462273,30.312206,20938,20938,174017,Houston,Montgomery,170T3,26000,20813,24027,23244,24401,18414,21110,19300,19000,21000,19000,21000,21000,19200,21710,22000,21000,20000,21000,22000,11
-95.461517,30.311563,20939,20939,174025,Houston,Montgomery,170T1,15000,13292,14614,14667,15838,13281,15000,15300,16200,17500,16800,15900,17100,15200,16550,15500,15300,16100,15600,14800,9
-95.461914,30.312653,20940,20940,174033,Houston,Montgomery,170T4,13470,13470,11939,16136,15955,12362,16471,16800,15200,16900,15700,16900,18500,16200,16400,14500,15900,16300,14200,14100,13
-95.462227,30.313684,20941,20941,174041,Houston,Montgomery,170T5,14000,13083,13400,14106,14939,12692,13412,14200,15600,16700,14900,15200,16500,14900,16970,14300,14200,15200,15600,16200,10
-95.461128,30.312189,20942,20942,174049,Houston,Montgomery,170T2,28000,23759,26474,25247,26154,23995,23424,21000,22000,23000,22000,23000,26000,22000,22000,23000,23000,22000,21000,22000,11
-95.457626,30.312201,20943,20943,174057,Houston,Montgomery,170T8,26500,21292,24472,22358,23371,18671,20812,20000,20000,21000,22000,20000,21000,19900,21000,19600,21000,19600,19200,19300,10
-95.456436,30.312187,20944,20944,174065,Houston,Montgomery,170T13,22500,19102,21580,20263,21260,16822,18654,17000,18100,18900,17300,17000,19400,18500,18800,18100,17200,17000,16500,16700,11
-95.467461,30.33539,20945,20945,174073,Houston,Montgomery,170H46,15777,15777,15002,16109,15490,12531,14258,15400,17000,16900,16800,14400,15400,16400,17400,15500,17300,17500,16800,17300,9
-95.468506,30.339127,20946,20946,174081,Houston,Montgomery,170H48,14000,13685,13250,13938,13169,11953,13506,13700,14600,13000,13300,11700,13000,11100,12140,11600,11400,11800,12400,11500,11
-95.463867,30.336946,20947,20947,174089,Houston,Montgomery,170H47,25015,25012,22323,22942,22655,21648,22680,23000,23000,24000,21000,22000,22000,21000,22400,24000,19800,21000,20000,19600,13
-95.424004,30.287327,20948,20948,174097,Houston,Montgomery,170H97A,15143,15143,13503,13675,14879,13053,14240,14200,13100,12400,11700,13000,13500,12400,12900,12700,14100,11700,10500,9800,13
-95.433487,30.308136,20949,20949,174105,Houston,Montgomery,170H97,7819,8395,8586,8698,8845,7464,8593,7600,7000,7100,7600,6900,7400,7200,7300,7000,7200,7000,6600,6600,11
-95.445534,30.314911,20950,20950,174113,Houston,Montgomery,170T14,18446,17642,18064,18264,19596,15876,17570,15900,16400,17400,13600,15600,16300,16600,18300,17600,18900,15700,15500,15000,11
-95.439331,30.316507,20951,20951,174121,Houston,Montgomery,170H95,19000,16694,17290,17365,16615,16761,16280,15200,15000,15100,15100,15600,16300,15700,16620,16000,15700,14700,14800,14500,10
-95.436905,30.316544,20952,20952,174129,Houston,Montgomery,170H96,8375,9138,9232,9483,9444,8105,8921,8100,7300,7300,7700,7800,8000,7700,7700,7400,7400,7400,7000,7000,12
-95.436272,30.317787,20953,20953,174137,Houston,Montgomery,170T17,14016,14012,13793,14165,15247,13439,13193,12300,12100,12500,12500,12900,13600,13300,12630,13400,13200,12200,12200,10700,10
-95.430573,30.340702,20954,20954,174145,Houston,Montgomery,170H58,11520,12677,11902,12657,11790,11280,11553,11600,11600,15300,13700,16500,16400,14900,15260,17900,14600,14500,13700,13800,13
-95.429092,30.34215,20955,20955,174153,Houston,Montgomery,170H57,3029,3029,2803,2901,3028,2558,3794,3400,7500,6700,7000,7900,7000,6900,6860,6800,6400,6000,6100,5700,11
-95.428085,30.341642,20956,20956,174161,Houston,Montgomery,170H57A,10310,10391,10157,10035,10240,8940,9793,9900,8900,8200,8900,7800,8000,7500,7400,6500,6300,6200,6200,5900,12
-95.48568,30.351509,20957,20957,174169,Houston,Montgomery,170H41A,17000,15647,15856,15827,16252,12597,14706,15000,14100,2300,2500,2100,2300,1900,1700,1550,0,0,0,0,10
-95.472794,30.349667,20958,20958,174177,Houston,Montgomery,170H40A,23780,23780,20250,22918,22918,19790,20741,20000,19300,15300,15800,14400,14800,13000,12100,10600,11200,10300,10000,8300,13
-95.47612,30.364061,20959,20959,174185,Houston,Montgomery,170H49,10680,10680,10042,11105,10018,9899,12048,11800,12200,10900,10500,9700,10000,9100,10080,9600,12500,9900,9800,9100,9
-95.458565,30.349876,20960,20960,174193,Houston,Montgomery,170H40B,21454,21454,19877,20851,20784,17739,18836,17100,15700,13900,14300,13500,13500,12000,11200,9800,9500,9400,8800,8300,12
-95.476929,30.390785,20961,20961,174201,Houston,Montgomery,170H50,12061,12061,13286,11743,11355,8137,9347,8700,7200,7100,6600,6900,7200,7900,7120,6100,5400,6400,5200,5000,10
-95.814461,30.462976,21336,21336,177201,Houston,Montgomery,1.70E+36,981,909,971,1133,1161,902,877,860,900,950,710,820,750,610,710,650,770,640,690,730,13
-95.792831,30.444515,21355,21355,177361,Houston,Montgomery,170H2,1158,1254,1269,1254,1364,1061,1054,960,1000,1050,830,960,1000,1050,920,900,1000,800,820,950,11
-95.749687,30.467022,21356,21356,177369,Houston,Montgomery,170H3,465,450,359,355,345,300,362,310,290,270,300,440,550,410,300,270,200,260,270,180,12
-95.751694,30.534817,21357,21357,177377,Houston,Montgomery,170H5,1667,1560,1532,1332,1203,950,1027,1050,1150,1200,1100,1100,1250,1150,990,930,880,880,810,910,13
-95.748863,30.538126,21358,21358,177385,Houston,Montgomery,170H6,1087,1087,918,1053,906,763,853,870,880,930,830,900,890,760,710,670,670,630,620,640,12
-95.697136,30.410995,21359,21359,177393,Houston,Montgomery,170H23,2439,2294,2232,2541,2449,1955,2365,2000,1850,1650,1550,1450,1850,1600,1490,1350,1200,1400,1350,1150,11
-95.695976,30.408714,21360,21360,177401,Houston,Montgomery,170D1,5535,5560,4436,6449,5639,4346,5641,5100,4200,0,0,0,0,0,0,0,0,0,0,0,12
-95.695816,30.411869,21361,21361,177409,Houston,Montgomery,170H24,3364,3440,2528,3910,3605,2335,3478,3200,2800,2700,2500,2800,2400,2600,2630,2400,2100,2200,2200,2500,10
-95.727631,30.52153,21362,21362,177417,Houston,Montgomery,170H7,1184,1184,1108,1239,1073,1070,1070,1050,1050,910,940,1050,800,860,850,800,710,620,630,720,12
-95.723656,30.524717,21363,21363,177425,Houston,Montgomery,170H8,1200,1245,1243,1044,1069,703,735,720,650,660,690,840,840,670,600,600,500,480,580,600,11
-95.640617,30.526442,21385,21385,177609,Houston,Montgomery,1.70E+45,1319,1562,1483,1181,1357,708,951,970,800,810,830,1050,1000,830,760,720,730,680,720,670,11
-95.590149,30.437197,21386,21386,177625,Houston,Montgomery,170H10,11066,11066,10962,12100,9210,8918,10308,8800,9300,9200,9400,8900,9100,8700,8010,7800,8400,6600,6700,5700,12
-95.553078,30.40909,21387,21387,177633,Houston,Montgomery,170H33,5381,6486,6026,6021,4909,4755,5236,4900,4400,4300,4400,4100,5000,4200,4310,4600,4500,4500,3800,3600,11
-95.539894,30.42626,21390,21390,177657,Houston,Montgomery,170H34,16361,16361,15411,16479,13282,12849,15188,13300,13100,11500,11800,11100,13300,12000,11920,12200,11300,10700,10500,9400,12
-95.495422,30.420467,21391,21391,177665,Houston,Montgomery,170H35,21972,21972,20308,21190,21313,16833,20018,17100,17000,15000,15200,16400,17400,15000,14920,14200,13600,13200,13400,11100,11
-95.491257,30.419052,21392,21392,177673,Houston,Montgomery,170H38,73310,75239,78347,78963,75147,61617,66871,61000,68000,67000,66000,69000,74000,52140,70360,67000,66000,60000,49000,50000,13
-95.490631,30.421383,21393,21393,177681,Houston,Montgomery,170H37,23897,23896,21988,23320,22828,18803,22187,21000,18000,19700,19500,20000,21000,19000,17700,17100,15500,14600,15400,12000,11
-95.495026,30.432278,21394,21394,177689,Houston,Montgomery,170H36,68407,68768,64865,64104,60727,59062,59705,53000,56000,57000,56000,58000,61000,57030,57780,56000,55000,50000,44000,47000,13
-95.495003,30.470398,21395,21395,177697,Houston,Montgomery,170H12,4377,4078,4685,3980,3811,3741,4020,4100,3600,3900,3600,3100,3300,3100,3700,3400,3100,3300,3500,3200,10
-95.491959,30.485479,21396,21396,177705,Houston,Montgomery,170H13,6270,5249,5667,4788,4795,3682,4298,4200,4000,4100,4000,3600,3800,1800,3580,4200,3900,3500,4000,3600,11
-95.478355,30.419926,21400,21400,177745,Houston,Montgomery,170T32,11500,10267,11533,11115,10405,8828,11149,11100,10100,10100,9500,9800,9100,8400,9200,7600,7300,7700,10600,9600,11
-95.478081,30.420563,21401,21401,177753,Houston,Montgomery,170T30,10056,10435,10385,11383,11847,9410,11318,10200,8700,10600,10800,10400,10500,8800,9000,8600,7700,8300,8800,7500,10
-95.480293,30.423916,21402,21402,177761,Houston,Montgomery,170T33,15632,16027,14555,15248,15232,13719,15167,14400,12700,12500,12000,12400,12500,11500,12200,11600,10700,10900,10800,9500,12
-95.479858,30.424507,21403,21403,177769,Houston,Montgomery,170T23,17347,17347,15101,15765,14532,13603,14908,13200,12900,12500,13500,11000,10700,9700,11880,9500,9700,9500,9500,8100,13
-95.479568,30.423532,21404,21404,177777,Houston,Montgomery,170T28,14001,14001,14355,14139,13471,11702,13960,13500,12000,11700,11400,12000,11700,11100,11160,9900,12200,9500,9800,8900,11
-95.47702,30.416559,21405,21405,177785,Houston,Montgomery,170H51,11500,11500,12219,11757,11063,8612,11815,11800,11400,12200,11200,10800,11800,11500,12300,11300,10900,10300,10700,9600,10
-95.472565,30.421907,21406,21406,177793,Houston,Montgomery,170T31,9324,9372,9040,9850,9143,8019,7242,7100,7400,9000,9200,8700,9600,9600,9670,9100,7600,8400,8400,7500,12
-95.481857,30.430393,21407,21407,177801,Houston,Montgomery,170T25,5959,5959,6476,5878,5674,5958,6087,5700,5200,5500,5100,4300,4500,4500,4550,4100,4400,4600,4200,4200,9
-95.482689,30.432911,21408,21408,177809,Houston,Montgomery,170H11,5069,5093,5511,5281,4863,5269,5456,5100,4800,4600,4400,3900,4200,4000,4100,4000,4200,4200,3700,3900,11
-95.480164,30.425304,21409,21409,177817,Houston,Montgomery,170T24,11505,11505,11693,11224,10128,9126,10714,9900,9100,10200,9900,8500,8200,9100,9220,9000,9200,9200,7600,7700,10
-95.479515,30.425146,21410,21410,177825,Houston,Montgomery,170T26,6765,7002,6832,7095,6647,6185,6672,5700,5400,6000,5900,5200,5500,4300,4400,4200,4800,4300,4400,3400,12
-95.468834,30.421495,21411,21411,177833,Houston,Montgomery,170H53,6723,6381,6375,6825,6207,5534,6275,5900,5100,6100,6300,5800,6500,6200,6460,6200,4900,5600,5600,5000,11
-95.466217,30.430574,21412,21412,177841,Houston,Montgomery,170H52,8538,8769,8384,8913,8578,7550,8008,7000,6700,6400,5900,5700,5800,4800,4900,4700,4000,4300,4300,3200,12
-95.406898,29.484528,21687,21687,180049,Houston,Brazoria,20H101,28119,28119,24340,25733,25277,20488,18157,18400,19300,18300,17700,19300,18200,17400,15540,13100,12000,10700,9400,10400,10
-95.403275,29.479424,21688,21688,180057,Houston,Brazoria,20H100,51895,52611,54412,51267,35998,33939,30825,32000,34000,31000,31000,31000,30000,28000,30510,29000,28000,29000,25000,25000,11
-95.396172,29.480856,21689,21689,180065,Houston,Brazoria,20H102,36090,36090,29886,34205,33483,26042,25186,26000,27000,24000,23000,24000,23000,22000,20270,19100,19100,17200,15200,16500,9
-95.396584,29.487999,21690,21690,180073,Houston,Brazoria,20H103,98124,98711,104374,104868,63205,46645,52260,52000,53000,49000,47000,48000,43000,42000,45770,42000,39000,37000,36000,35000,13
-95.350937,29.465414,21691,21691,180081,Houston,Brazoria,20T61,29115,29115,31263,30025,29603,22055,21743,23000,23000,22000,21000,23000,23000,21000,21810,19300,19800,18500,16300,16700,9
-95.354408,29.474283,21692,21692,180089,Houston,Brazoria,20H118,8836,7683,7103,5884,6687,5955,6878,7000,6400,6700,7200,7200,7800,7000,6940,5800,5700,5800,5800,5700,12
-95.310593,29.451645,21693,21693,180097,Houston,Brazoria,20H119,27761,27761,29554,28626,26160,19757,21569,22000,22000,21000,20000,22000,22000,19800,21050,19200,19200,15700,16200,16000,10
-95.38736,29.546011,21694,21694,180105,Houston,Brazoria,20H104,95433,94488,94018,96632,77502,60893,58995,73000,56000,69000,54000,55000,53000,52000,53000,49000,46000,40000,39000,36000,13
-95.390068,29.580175,21695,21695,180113,Houston,Brazoria,20H104A,35927,35927,36737,37074,35229,28016,22440,22000,23000,22000,23000,23000,22000,17800,17200,18500,13300,11600,10800,11400,11
-95.417488,29.61891,21696,21696,180121,Houston,Harris,102H183,24250,23585,23897,22617,24867,19645,20836,22000,20000,21000,21000,21000,26000,19500,18500,17600,18500,18500,18600,18000,12
-95.386345,29.586197,21698,21698,180137,Houston,Harris,102E3012,158577,164856,145523,151314,137336,108477,88319,108000,107000,104000,105000,93000,92000,97790,81390,80000,80000,94000,86000,67000,11
-95.330315,29.517418,21700,21700,180153,Houston,Brazoria,20H109,7083,6261,5797,5938,5329,4910,5232,5000,4700,5100,5400,5500,6100,6900,5860,5100,4900,4800,4800,4700,12
